lrk_id,type_oko,lrk_status,inschrijfdatum,uitschrijfdatum,kvk_nummer,vestigingsnummer,rechtsvorm,postcode,woonplaats,signal
218970572,BSO,Uitgeschreven,29-01-2013,05-10-2020,39078647,000014311356,,1328LA,Almere,kvk_not_in_active_register
219102028,KDV,Uitgeschreven,01-01-2010,22-03-2018,27349562,,,2593SM,'s-Gravenhage,kvk_not_in_active_register
219285822,BSO,Uitgeschreven,06-12-2010,23-09-2019,60440163,,,7586CZ,Overdinkel,kvk_not_in_active_register
219556283,BSO,Uitgeschreven,18-04-2013,01-11-2016,57040613,000026520508,,6291GM,Vaals,kvk_not_in_active_register
219666507,KDV,Uitgeschreven,01-02-2016,01-08-2016,59356782,000029647398,,8474CG,Oldeholtpade,kvk_not_in_active_register
219856461,BSO,Uitgeschreven,27-08-2018,23-08-2021,01080378,000008879273,,9269SN,Feanwâlden,kvk_not_in_active_register
219872302,BSO,Uitgeschreven,19-04-2016,31-08-2020,60870508,000027969215,,3353BT,Papendrecht,kvk_not_in_active_register
219922822,GOB,Uitgeschreven,01-01-2010,01-02-2013,34218775,,,1967HE,Heemskerk,kvk_not_in_active_register
220069797,KDV,Uitgeschreven,01-06-2017,19-08-2019,41088344,000041088344,,5721RB,Asten,kvk_not_in_active_register
220177442,GOB,Uitgeschreven,24-07-2013,07-05-2015,58055940,000027436861,,3907JL,Veenendaal,kvk_not_in_active_register
220807607,KDV,Uitgeschreven,08-10-2018,02-09-2019,72318902,000040434761,,8748AB,Witmarsum,kvk_not_in_active_register
220992289,KDV,Uitgeschreven,30-10-2017,01-05-2020,51513773,,,3271BA,Mijnsheerenland,kvk_not_in_active_register
221150766,KDV,Uitgeschreven,02-12-2020,16-06-2021,77079353,000044802196,,5071BB,Udenhout,kvk_not_in_active_register
221459200,GOB,Uitgeschreven,24-12-2014,11-03-2024,12067072,000008528012,,5803AJ,Venray,kvk_not_in_active_register
221572442,KDV,Uitgeschreven,01-10-2010,17-10-2022,41120727,,,4132CD,Vianen,kvk_not_in_active_register
221701308,KDV,Uitgeschreven,11-10-2018,01-01-2021,41080383,,,5262EP,Vught,kvk_not_in_active_register
221709216,KDV,Uitgeschreven,16-01-2019,31-08-2020,65180585,000022354897,,2628TG,Delft,kvk_not_in_active_register
221734375,KDV,Uitgeschreven,09-05-2017,09-10-2021,61296740,000030410452,,5684CH,Best,kvk_not_in_active_register
221887830,KDV,Uitgeschreven,01-03-2011,05-02-2020,32161875,000022399402,,1333CZ,Almere,kvk_not_in_active_register
222037635,GOB,Uitgeschreven,01-01-2010,23-06-2021,32138469,000008399921,,1333LJ,Almere,kvk_not_in_active_register
222282630,KDV,Uitgeschreven,14-10-2010,04-09-2017,17282561,,,5481AE,Schijndel,kvk_not_in_active_register
222319641,BSO,Uitgeschreven,22-05-2014,26-03-2018,64667685,,,4744BX,Bosschenhoofd,kvk_not_in_active_register
222388389,BSO,Uitgeschreven,01-09-2013,29-10-2020,57177228,000057177228,,7695TJ,Bruchterveld,kvk_not_in_active_register
222396106,BSO,Uitgeschreven,15-02-2017,13-05-2024,54006295,,,5345BC,Oss,kvk_not_in_active_register
222602491,KDV,Uitgeschreven,12-04-2017,15-03-2018,41193361,000021742200,,1212CB,Hilversum,kvk_not_in_active_register
223091911,BSO,Uitgeschreven,26-08-2019,03-02-2022,70026300,000042645263,,1411DT,Naarden,kvk_not_in_active_register
223409066,BSO,Uitgeschreven,01-09-2013,27-08-2018,59127740,000028654536,,6713BT,Ede,kvk_not_in_active_register
223727003,BSO,Uitgeschreven,01-01-2015,05-03-2018,01124747,000009180168,,9933GX,Delfzijl,kvk_not_in_active_register
223813205,BSO,Uitgeschreven,22-12-2016,30-08-2021,60903147,,,9221TD,Rottevalle,kvk_not_in_active_register
224184635,KDV,Uitgeschreven,01-05-2010,29-10-2024,01157408,000013446126,,9204KZ,Drachten,kvk_not_in_active_register
224185354,GOB,Uitgeschreven,06-01-2015,01-12-2018,61423718,000030528275,,5667TJ,Geldrop,kvk_not_in_active_register
224322606,KDV,Uitgeschreven,01-01-2010,01-12-2019,60948922,000026067722,,3315MC,Dordrecht,kvk_not_in_active_register
224392475,BSO,Uitgeschreven,02-05-2011,23-06-2021,32138469,000008399921,,1333LJ,Almere,kvk_not_in_active_register
224403904,GOB,Uitgeschreven,01-01-2010,01-11-2019,02090578,,,2288GM,Rijswijk,kvk_not_in_active_register
224715112,BSO,Uitgeschreven,24-09-2010,01-09-2018,08215454,,,7383AB,Voorst,kvk_not_in_active_register
224832499,KDV,Uitgeschreven,01-01-2010,21-08-2020,41206646,000026899892,,1071CW,Amsterdam,kvk_not_in_active_register
224836432,KDV,Uitgeschreven,01-01-2010,01-11-2019,55391567,000025651366,,7601SZ,Almelo,kvk_not_in_active_register
224847685,KDV,Uitgeschreven,05-10-2016,05-02-2021,41234883,,,1633HE,Avenhorn,kvk_not_in_active_register
225165399,KDV,Uitgeschreven,12-11-2020,09-08-2021,65998464,000039955923,,4702BN,Roosendaal,kvk_not_in_active_register
225337265,BSO,Uitgeschreven,27-10-2016,23-01-2018,60135670,,,5175NV,Loon op Zand,kvk_not_in_active_register
225355048,KDV,Uitgeschreven,01-01-2011,12-02-2018,51221519,000021288364,,6545AM,Nijmegen,kvk_not_in_active_register
225356351,KDV,Uitgeschreven,01-04-2019,26-08-2019,51150433,000025563122,,8521KN,Sint Nicolaasga,kvk_not_in_active_register
225560732,KDV,Uitgeschreven,26-07-2018,01-05-2020,64715167,,,7491EA,Delden,kvk_not_in_active_register
225572825,BSO,Uitgeschreven,01-01-2010,10-09-2022,32155094,,,1325EH,Almere,kvk_not_in_active_register
225688220,KDV,Uitgeschreven,31-03-2016,01-08-2020,65992172,000031601898,,9108MC,Broeksterwâld,kvk_not_in_active_register
225867680,BSO,Uitgeschreven,01-01-2010,01-05-2018,55391567,000025651099,,7601EJ,Almelo,kvk_not_in_active_register
226316452,BSO,Uitgeschreven,12-10-2011,06-08-2018,69063036,000037448684,,3993GA,Houten,kvk_not_in_active_register
226361020,KDV,Uitgeschreven,07-01-2013,01-03-2017,24489068,000025632302,,3224TT,Hellevoetsluis,kvk_not_in_active_register
226403348,KDV,Uitgeschreven,15-07-2015,01-03-2020,61056235,,,4671CL,Dinteloord,kvk_not_in_active_register
226452736,KDV,Uitgeschreven,01-10-2017,01-08-2018,59356782,,,7957BV,de Wijk,kvk_not_in_active_register
226500330,KDV,Uitgeschreven,01-09-2013,01-07-2019,08106780,000000000000,,8091JJ,Wezep,kvk_not_in_active_register
226713477,KDV,Uitgeschreven,17-06-2005,20-11-2018,60933038,000028740963,,3402VH,IJsselstein,kvk_not_in_active_register
226888745,KDV,Uitgeschreven,12-11-2012,01-01-2018,59356782,,,7722ST,Dalfsen,kvk_not_in_active_register
226898301,KDV,Uitgeschreven,03-07-2015,01-04-2018,58295208,,,4706HM,Roosendaal,kvk_not_in_active_register
226905305,KDV,Uitgeschreven,01-06-2017,15-10-2019,41088344,000041088344,,5725AZ,Heusden,kvk_not_in_active_register
227031180,BSO,Uitgeschreven,18-10-2010,20-09-2018,01154675,,,8806KS,Achlum,kvk_not_in_active_register
227307136,KDV,Uitgeschreven,01-01-2010,04-02-2020,58109544,000027756246,,3014PR,Rotterdam,kvk_not_in_active_register
227548516,GOB,Uitgeschreven,01-01-2010,01-11-2019,32139859,000017140137,,3825AA,Amersfoort,kvk_not_in_active_register
227930083,GOB,Uitgeschreven,01-01-2010,08-12-2022,30263426,000020280666,,3452EV,Vleuten,kvk_not_in_active_register
228047183,BSO,Uitgeschreven,17-09-2018,06-05-2021,52728609,,,9101HE,Dokkum,kvk_not_in_active_register
228181355,GOB,Uitgeschreven,05-12-2018,31-12-2019,63737450,000032622414,,6721CV,Bennekom,kvk_not_in_active_register
228273985,BSO,Uitgeschreven,14-06-2011,01-02-2019,06074932,000031717608,,7523HC,Enschede,kvk_not_in_active_register
228309700,KDV,Uitgeschreven,01-04-2016,21-03-2019,59460989,,,8442LD,Heerenveen,kvk_not_in_active_register
228355680,GOB,Uitgeschreven,09-01-2020,28-10-2021,56040903,000025634909,,2521AG,'s-Gravenhage,kvk_not_in_active_register
228515269,KDV,Uitgeschreven,01-09-2018,15-02-2019,28101830,000000000000,,2172EA,Sassenheim,kvk_not_in_active_register
228536686,GOB,Uitgeschreven,22-02-2012,01-01-2023,53283678,000023166592,,7327BV,Apeldoorn,kvk_not_in_active_register
228567774,KDV,Uitgeschreven,22-04-2010,09-06-2018,01169868,000000834068,,8495NC,Aldeboarn,kvk_not_in_active_register
228583251,BSO,Uitgeschreven,09-01-2020,18-06-2020,02061512,,,7881KL,Emmer-Compascuum,kvk_not_in_active_register
228805223,KDV,Uitgeschreven,13-05-2013,01-01-2021,17138450,000000000000,,5388CV,Nistelrode,kvk_not_in_active_register
228916574,KDV,Uitgeschreven,17-08-2011,01-02-2019,27301745,000026170531,,2719VD,Zoetermeer,kvk_not_in_active_register
228967533,KDV,Uitgeschreven,01-01-2010,31-10-2019,27301844,,,2552DR,'s-Gravenhage,kvk_not_in_active_register
229109056,GOB,Uitgeschreven,25-11-2021,08-09-2022,81756445,000048027510,,4671CD,Dinteloord,kvk_not_in_active_register
229169673,BSO,Uitgeschreven,08-04-2020,11-10-2021,72033436,,,6412EN,Heerlen,kvk_not_in_active_register
229230295,KDV,Uitgeschreven,02-03-2015,14-03-2019,41197147,000022165398,,1053XX,Amsterdam,kvk_not_in_active_register
229299052,BSO,Uitgeschreven,09-05-2017,09-10-2021,61296740,000030410452,,5684CH,Best,kvk_not_in_active_register
229521563,BSO,Uitgeschreven,01-09-2017,01-11-2018,34217635,000037477226,,1069ZR,Amsterdam,kvk_not_in_active_register
229635337,BSO,Uitgeschreven,01-03-2015,06-12-2018,61882577,000030945828,,5237HB,'s-Hertogenbosch,kvk_not_in_active_register
229645896,BSO,Uitgeschreven,22-05-2019,11-01-2021,64715167,,,7475AG,Markelo,kvk_not_in_active_register
230268857,KDV,Uitgeschreven,01-01-2010,01-06-2024,04057710,000011978759,,7891KD,Klazienaveen,kvk_not_in_active_register
230384638,KDV,Uitgeschreven,01-10-2018,06-07-2020,60274107,,,7711GC,Nieuwleusen,kvk_not_in_active_register
230436675,KDV,Uitgeschreven,01-01-2010,26-11-2018,27240007,,,2636HD,Schipluiden,kvk_not_in_active_register
230516105,KDV,Uitgeschreven,16-07-2012,01-01-2023,69600406,000000277770,,1056HP,Amsterdam,kvk_not_in_active_register
230549639,BSO,Uitgeschreven,11-10-2011,28-02-2019,34393313,000001639021,,1079ZW,Amsterdam,kvk_not_in_active_register
230566066,BSO,Uitgeschreven,01-08-2016,07-05-2019,54419999,,,6658XP,Beneden-Leeuwen,kvk_not_in_active_register
230586065,KDV,Uitgeschreven,25-07-2013,21-04-2020,69063079,000037448722,,2742TP,Waddinxveen,kvk_not_in_active_register
230612362,BSO,Uitgeschreven,01-09-2013,01-09-2018,01150803,000003146510,,9982JC,Uithuizermeeden,kvk_not_in_active_register
230643073,BSO,Uitgeschreven,15-07-2021,22-08-2022,41120727,,,4124BE,Hagestein,kvk_not_in_active_register
230666632,KDV,Uitgeschreven,01-02-2016,12-01-2017,59356782,000033400040,,8397GC,De Blesse,kvk_not_in_active_register
230753711,KDV,Uitgeschreven,01-01-2014,08-02-2019,59356154,000000000000,,7921HG,Zuidwolde,kvk_not_in_active_register
230992225,BSO,Ingeschreven,24-02-2014,,98868799,000064002489,Onbekend,8485JJ,Munnekeburen,kvk_not_in_active_register
231006706,BSO,Uitgeschreven,11-10-2018,26-03-2019,61882577,,,5235LR,'s-Hertogenbosch,kvk_not_in_active_register
231023972,BSO,Uitgeschreven,27-07-2018,28-10-2021,24179362,000039250652,,3036PV,Rotterdam,kvk_not_in_active_register
231149530,BSO,Ingeschreven,01-05-2024,,98588184,000043573649,Besloten Vennootschap,2024XH,Haarlem,kvk_not_in_active_register
231271335,KDV,Uitgeschreven,01-01-2010,24-09-2018,55391567,000030479940,,7627NT,Bornerbroek,kvk_not_in_active_register
231303609,KDV,Uitgeschreven,01-01-2012,26-02-2018,54092450,000029725429,,3402VH,IJsselstein,kvk_not_in_active_register
231608779,KDV,Uitgeschreven,11-08-2015,01-12-2023,63303515,000032265719,,1566KA,Assendelft,kvk_not_in_active_register
231745266,KDV,Uitgeschreven,03-10-2019,16-03-2021,08215454,,,7323AM,Apeldoorn,kvk_not_in_active_register
231828512,KDV,Uitgeschreven,28-02-2018,16-01-2024,72318902,000032321600,,8774PG,Wolsum,kvk_not_in_active_register
231957427,KDV,Uitgeschreven,01-12-2015,01-01-2018,41102337,000000000000,,4624GA,Bergen op Zoom,kvk_not_in_active_register
232056742,GOB,Uitgeschreven,21-03-2013,18-09-2018,56290748,000025857924,,6545JR,Nijmegen,kvk_not_in_active_register
232201468,BSO,Uitgeschreven,04-01-2021,31-12-2023,24372454,,,3265AB,Piershil,kvk_not_in_active_register
232366810,KDV,Uitgeschreven,21-08-2015,08-03-2018,63909928,,,2717XV,Zoetermeer,kvk_not_in_active_register
232640646,GOB,Uitgeschreven,17-09-2019,11-08-2022,75499150,000043366538,,2595AM,'s-Gravenhage,kvk_not_in_active_register
232713169,KDV,Uitgeschreven,19-09-2013,24-09-2018,56075839,000026479699,,7607AT,Almelo,kvk_not_in_active_register
232980998,GOB,Uitgeschreven,01-01-2010,01-01-2022,17232412,,,5346SW,Oss,kvk_not_in_active_register
233024372,BSO,Uitgeschreven,20-08-2012,31-08-2018,30205335,000019829744,,3452SR,Vleuten,kvk_not_in_active_register
233090290,BSO,Uitgeschreven,23-07-2019,01-04-2020,14099874,,,5843AG,Westerbeek,kvk_not_in_active_register
233262696,BSO,Uitgeschreven,01-01-2010,01-02-2022,05053086,000007477368,,8325XC,Vollenhove,kvk_not_in_active_register
233709952,BSO,Uitgeschreven,01-01-2010,12-10-2018,62841343,000031815030,,5042AE,Tilburg,kvk_not_in_active_register
233870775,KDV,Uitgeschreven,21-05-2013,10-04-2018,62805851,000027291162,,5492JS,Sint-Oedenrode,kvk_not_in_active_register
233950011,KDV,Uitgeschreven,15-05-2012,15-08-2019,41099465,,,5154AK,Elshout,kvk_not_in_active_register
233950631,KDV,Uitgeschreven,02-07-2015,01-08-2020,70897972,000040321923,,4143BA,Leerdam,kvk_not_in_active_register
234123734,BSO,Uitgeschreven,02-09-2014,01-08-2018,64918513,,,2629HP,Delft,kvk_not_in_active_register
234325689,BSO,Uitgeschreven,01-12-2019,01-01-2022,75954974,000035642696,,7731EH,Ommen,kvk_not_in_active_register
234419805,GOB,Uitgeschreven,04-05-2015,11-04-2021,76094154,000043923356,,6714JC,Ede,kvk_not_in_active_register
234454064,KDV,Uitgeschreven,30-11-2016,01-01-2019,41234883,,,1645PN,Ursem,kvk_not_in_active_register
234471153,KDV,Uitgeschreven,11-08-2015,20-11-2018,50103121,000000000000,,1355GX,Almere,kvk_not_in_active_register
234913034,KDV,Uitgeschreven,23-05-2014,11-12-2020,58133259,000030488095,,3772TX,Barneveld,kvk_not_in_active_register
234921249,KDV,Uitgeschreven,04-08-2016,01-09-2018,08215454,000035370084,,7325ZN,Apeldoorn,kvk_not_in_active_register
234954991,KDV,Uitgeschreven,15-09-2010,04-03-2020,01102010,000008332800,,8401XA,Gorredijk,kvk_not_in_active_register
234999755,KDV,Uitgeschreven,02-01-2012,28-02-2018,41066272,,,6071VK,Swalmen,kvk_not_in_active_register
235217347,BSO,Uitgeschreven,17-07-2019,01-04-2023,65604210,,,6027PL,Soerendonk,kvk_not_in_active_register
235220863,KDV,Uitgeschreven,01-01-2010,01-10-2021,63523329,000032431589,,2909LL,Capelle aan den IJssel,kvk_not_in_active_register
235373758,BSO,Uitgeschreven,11-08-2015,20-11-2018,50103121,000000000000,,1355GX,Almere,kvk_not_in_active_register
235387356,GOB,Uitgeschreven,14-12-2017,01-03-2019,51526107,000021545537,,6836MJ,Arnhem,kvk_not_in_active_register
235560868,KDV,Uitgeschreven,01-01-2016,02-08-2022,63320010,000033850909,,1511WV,Oostzaan,kvk_not_in_active_register
235637956,BSO,Uitgeschreven,11-02-2020,10-05-2021,52351114,000022289178,,7577JA,Oldenzaal,kvk_not_in_active_register
235751108,GOB,Uitgeschreven,01-01-2010,01-01-2013,20152631,,,4735AG,Zegge,kvk_not_in_active_register
236001632,KDV,Uitgeschreven,13-10-2010,03-04-2018,30195371,,,3927GX,Renswoude,kvk_not_in_active_register
236022672,KDV,Uitgeschreven,13-12-2012,01-02-2021,33305026,,,2451ZC,Leimuiden,kvk_not_in_active_register
236098172,BSO,Uitgeschreven,17-08-2015,01-10-2019,55391567,000030724066,,7611AP,Aadorp,kvk_not_in_active_register
236100543,KDV,Uitgeschreven,27-01-2011,05-04-2019,64715167,,,7491EA,Delden,kvk_not_in_active_register
236420434,BSO,Uitgeschreven,09-08-2012,29-08-2020,08215454,000033550891,,7312JJ,Apeldoorn,kvk_not_in_active_register
236465582,KDV,Uitgeschreven,06-08-2009,31-12-2020,39100475,,,8251PE,Dronten,kvk_not_in_active_register
236529055,KDV,Uitgeschreven,01-01-2010,30-05-2011,41172334,,,3446GP,WOERDEN,kvk_not_in_active_register
237617171,BSO,Uitgeschreven,09-10-2017,01-06-2022,05066414,000010120688,,8026PS,Zwolle,kvk_not_in_active_register
237700359,KDV,Uitgeschreven,24-10-2012,19-01-2018,41166481,,,2252CG,Voorschoten,kvk_not_in_active_register
237936276,KDV,Uitgeschreven,03-04-2018,01-01-2019,57529892,000000000000,,3581SE,Utrecht,kvk_not_in_active_register
237955738,KDV,Uitgeschreven,04-01-2018,06-12-2018,63773562,,,5664AC,Geldrop,kvk_not_in_active_register
238538096,GOB,Uitgeschreven,22-06-2020,01-08-2022,77278631,000044989075,,3051TZ,Rotterdam,kvk_not_in_active_register
238707891,BSO,Ingeschreven,30-12-2015,,81821387,000030777046,Eenmanszaak,6114HX,Susteren,kvk_not_in_active_register
238793709,KDV,Uitgeschreven,21-07-2015,07-07-2017,41102892,,,4651CX,Steenbergen,kvk_not_in_active_register
239035355,KDV,Uitgeschreven,03-11-2013,24-08-2018,57529892,000000000000,,3452SR,Vleuten,kvk_not_in_active_register
239129222,KDV,Uitgeschreven,17-04-2019,01-09-2020,50252461,000020673698,,8471KZ,Wolvega,kvk_not_in_active_register
239683468,BSO,Uitgeschreven,18-11-2020,14-05-2021,51907283,,,5133BC,Riel,kvk_not_in_active_register
240232033,GOB,Uitgeschreven,01-01-2010,24-11-2021,09168230,000014005190,,7101VX,Winterswijk,kvk_not_in_active_register
240723028,BSO,Uitgeschreven,26-09-2017,21-12-2022,69290466,000037650173,,7891JW,Klazienaveen,kvk_not_in_active_register
240872423,GOB,Uitgeschreven,01-01-2016,01-03-2019,64316211,000033151806,,5721GL,Asten,kvk_not_in_active_register
240943946,BSO,Uitgeschreven,12-07-2016,01-01-2020,63764342,000066121515,,2631PT,Nootdorp,kvk_not_in_active_register
241083849,BSO,Uitgeschreven,08-12-2016,31-12-2017,57121141,,,1314PD,Almere,kvk_not_in_active_register
241344761,KDV,Uitgeschreven,01-01-2010,01-08-2020,33262571,000012114065,,1077WX,Amsterdam,kvk_not_in_active_register
241541700,KDV,Uitgeschreven,01-09-2012,01-10-2019,41062208,,,5911BM,Venlo,kvk_not_in_active_register
242471109,BSO,Uitgeschreven,17-04-2019,01-09-2020,50252461,000020673698,,8471KZ,Wolvega,kvk_not_in_active_register
243453887,BSO,Uitgeschreven,30-08-2022,17-01-2025,86049542,000052048659,,3825AJ,Amersfoort,kvk_not_in_active_register
244306047,GOB,Uitgeschreven,02-03-2021,25-01-2022,76790746,000044543778,,4214ER,Vuren,kvk_not_in_active_register
244677037,BSO,Uitgeschreven,06-09-2017,01-03-2018,64715167,,,7491EA,Delden,kvk_not_in_active_register
244778905,KDV,Uitgeschreven,18-11-2021,15-01-2025,83816453,000049966189,,3454CP,De Meern,kvk_not_in_active_register
244836723,BSO,Uitgeschreven,06-01-2020,01-12-2021,69909393,000038226030,,6997CA,Hoog-Keppel,kvk_not_in_active_register
245281964,KDV,Uitgeschreven,29-08-2016,01-12-2023,63303515,000032282230,,1567HD,Assendelft,kvk_not_in_active_register
246015354,GOB,Uitgeschreven,01-07-2019,01-04-2024,53118294,000023000473,,1687VH,Wognum,kvk_not_in_active_register
246145195,BSO,Uitgeschreven,01-02-2019,25-05-2022,28094406,000046801553,,2181XA,Hillegom,kvk_not_in_active_register
246276940,BSO,Uitgeschreven,16-08-2016,30-07-2018,52142329,000038978806,,8432PL,Haule,kvk_not_in_active_register
246993819,KDV,Uitgeschreven,27-07-2017,01-08-2019,61182850,,,7345DL,Wenum Wiesel,kvk_not_in_active_register
247151762,BSO,Ingeschreven,25-11-2024,,98588184,000060184027,Besloten Vennootschap,2024XL,Haarlem,kvk_not_in_active_register
247306137,KDV,Uitgeschreven,22-03-2016,27-03-2018,61283576,000032659725,,3076BX,Rotterdam,kvk_not_in_active_register
247315230,BSO,Uitgeschreven,19-02-2018,24-10-2022,27301844,,,2553EG,'s-Gravenhage,kvk_not_in_active_register
247333578,KDV,Uitgeschreven,22-12-2016,30-08-2021,60903147,,,9221TD,Rottevalle,kvk_not_in_active_register
248337075,BSO,Uitgeschreven,01-04-2016,31-12-2018,11058656,000040270254,,5324AC,Ammerzoden,kvk_not_in_active_register
248339643,BSO,Uitgeschreven,12-07-2017,01-12-2018,64420736,000008133689,,5751GA,Deurne,kvk_not_in_active_register
248424580,BSO,Uitgeschreven,29-08-2016,02-03-2020,57535914,,,8014XP,Zwolle,kvk_not_in_active_register
248804005,BSO,Uitgeschreven,15-12-2016,30-01-2018,30281126,,,3817DV,Amersfoort,kvk_not_in_active_register
248844106,BSO,Uitgeschreven,28-01-2019,06-05-2019,62282506,000027434826,,3972XL,Driebergen-Rijsenburg,kvk_not_in_active_register
248925945,KDV,Uitgeschreven,31-07-2017,16-08-2019,61906867,000030968321,,2691GH,'s-Gravenzande,kvk_not_in_active_register
249479928,KDV,Uitgeschreven,26-04-2018,15-10-2022,27301844,,,2553EG,'s-Gravenhage,kvk_not_in_active_register
250374043,KDV,Uitgeschreven,26-08-2019,01-03-2023,81036833,000029605539,,2023JA,Haarlem,kvk_not_in_active_register
251299612,BSO,Uitgeschreven,11-07-2018,01-09-2021,27301844,,,2641LG,Pijnacker,kvk_not_in_active_register
251549057,KDV,Uitgeschreven,01-08-2016,01-10-2019,65474619,,,4462LB,Goes,kvk_not_in_active_register
251815249,GOB,Uitgeschreven,26-06-2018,15-02-2019,24408422,,,2913LV,Nieuwerkerk aan den IJssel,kvk_not_in_active_register
252574862,BSO,Uitgeschreven,27-09-2017,25-10-2018,09091432,,,3771KA,Barneveld,kvk_not_in_active_register
253032970,KDV,Uitgeschreven,01-08-2018,11-09-2020,55104576,000024795291,,6681LH,Bemmel,kvk_not_in_active_register
253963953,KDV,Uitgeschreven,26-11-2018,20-10-2022,72205237,000039968561,,2526NW,'s-Gravenhage,kvk_not_in_active_register
254383919,KDV,Uitgeschreven,09-01-2020,21-04-2020,69063079,000037448722,,2742VZ,Waddinxveen,kvk_not_in_active_register
254939314,GOB,Uitgeschreven,19-07-2021,09-05-2022,76752054,000044505728,,9218PP,Opeinde,kvk_not_in_active_register
255190219,BSO,Uitgeschreven,29-06-2021,30-04-2022,69625980,,,5652SB,Eindhoven,kvk_not_in_active_register
255672998,BSO,Uitgeschreven,29-08-2016,01-08-2019,52728609,,,8731CD,Wommels,kvk_not_in_active_register
255699840,GOB,Uitgeschreven,08-01-2015,12-09-2023,60296925,000029508770,,7412XH,Deventer,kvk_not_in_active_register
258206652,BSO,Uitgeschreven,14-10-2014,01-01-2022,61365017,000061365017,,2521SH,'s-Gravenhage,kvk_not_in_active_register
259514494,BSO,Uitgeschreven,07-08-2018,01-09-2022,27301844,,,2552NN,'s-Gravenhage,kvk_not_in_active_register
259787103,KDV,Uitgeschreven,05-02-2018,16-04-2018,68297823,000036752800,,7417WN,Deventer,kvk_not_in_active_register
259796931,KDV,Uitgeschreven,05-09-2016,01-11-2019,41087068,,,5673AP,Nuenen,kvk_not_in_active_register
259989186,KDV,Uitgeschreven,01-08-2017,22-08-2022,27301745,,,2719HE,Zoetermeer,kvk_not_in_active_register
261418282,BSO,Uitgeschreven,17-01-2020,07-09-2021,41106265,,,4617NC,Bergen op Zoom,kvk_not_in_active_register
261534464,KDV,Uitgeschreven,13-05-2019,17-12-2019,28101830,,,2172EA,Sassenheim,kvk_not_in_active_register
261853636,BSO,Uitgeschreven,08-05-2017,01-02-2019,67257070,000035814179,,8121EX,Olst,kvk_not_in_active_register
262310478,KDV,Uitgeschreven,17-11-2010,31-12-2021,61819026,,,1703DJ,Heerhugowaard,kvk_not_in_active_register
262863972,BSO,Ingeschreven,01-11-2014,,02089524,000062313827,Eenmanszaak,9606PH,Kropswolde,kvk_not_in_active_register
263882676,BSO,Uitgeschreven,01-09-2008,01-08-2019,61182850,000025276891,,7345DL,Wenum Wiesel,kvk_not_in_active_register
264033280,KDV,Uitgeschreven,24-10-2016,01-01-2019,41012077,,,9736CT,Groningen,kvk_not_in_active_register
264817667,KDV,Uitgeschreven,01-04-2012,28-01-2025,55806783,000000432172,,6226XV,Maastricht,kvk_not_in_active_register
264982599,KDV,Uitgeschreven,10-10-2016,08-07-2019,41062208,,,5706AX,Helmond,kvk_not_in_active_register
265285276,BSO,Uitgeschreven,28-08-2017,17-01-2022,24419877,,,3062TX,Rotterdam,kvk_not_in_active_register
265942019,GOB,Uitgeschreven,02-01-2010,01-08-2019,37130603,000008991553,,1735GL,'t Veld,kvk_not_in_active_register
266931339,KDV,Uitgeschreven,10-12-2015,01-02-2019,27301745,000026170310,,2729EA,Zoetermeer,kvk_not_in_active_register
267111472,BSO,Ingeschreven,21-03-2023,,98412531,000043020313,Besloten Vennootschap,3893GC,Zeewolde,kvk_not_in_active_register
267118077,GOB,Uitgeschreven,03-04-2018,19-07-2018,67566332,000036091642,,6831MR,Arnhem,kvk_not_in_active_register
267350752,KDV,Uitgeschreven,01-08-2016,03-10-2022,59775661,000025877828,,9271CA,De Westereen,kvk_not_in_active_register
267693783,KDV,Uitgeschreven,06-03-2017,08-07-2019,12062153,,,6005PA,Weert,kvk_not_in_active_register
267956009,BSO,Uitgeschreven,09-05-2016,06-09-2021,62841440,000031815154,,5011JE,Tilburg,kvk_not_in_active_register
268471216,KDV,Uitgeschreven,01-09-2018,01-08-2023,69600406,000040106098,,1057BB,Amsterdam,kvk_not_in_active_register
269537028,BSO,Uitgeschreven,02-09-2019,01-09-2020,59127740,000028652789,,6711JC,Ede,kvk_not_in_active_register
269567999,KDV,Uitgeschreven,21-08-2017,07-01-2019,41180256,000022217215,,3402HP,IJsselstein,kvk_not_in_active_register
269735252,BSO,Uitgeschreven,01-11-2017,03-09-2021,62010786,000038249944,,1017ZD,Amsterdam,kvk_not_in_active_register
269974702,GOB,Uitgeschreven,01-01-2010,01-01-2018,14079950,000004381440,,6229ZD,Maastricht,kvk_not_in_active_register
270075665,BSO,Uitgeschreven,21-07-2016,31-07-2021,64598977,000034301992,,2023BS,Haarlem,kvk_not_in_active_register
270474043,BSO,Uitgeschreven,10-07-2017,19-07-2021,08215454,000025277243,,7326BD,Apeldoorn,kvk_not_in_active_register
270786466,BSO,Uitgeschreven,18-04-2016,01-09-2020,24484413,000021803668,,3079NB,Rotterdam,kvk_not_in_active_register
271150142,KDV,Uitgeschreven,13-09-2016,01-08-2018,54562082,,,4331RW,Middelburg,kvk_not_in_active_register
271462693,BSO,Uitgeschreven,07-05-2018,22-01-2020,73176273,,,4849CG,Dorst,kvk_not_in_active_register
271469742,KDV,Uitgeschreven,03-10-2016,17-08-2020,58342087,000027686809,,5266AT,Cromvoirt,kvk_not_in_active_register
