lrk_id,type_oko,lrk_status,inschrijfdatum,uitschrijfdatum,kvk_nummer,vestigingsnummer,rechtsvorm,postcode,woonplaats,signal
191679239,BSO,Uitgeschreven,12-05-2017,01-10-2021,71121609,000011269812,,7943HE,Meppel,kvk_not_in_active_register
192176973,BSO,Uitgeschreven,07-01-2019,02-10-2019,73555738,,,6715EL,Ede,kvk_not_in_active_register
192227270,KDV,Uitgeschreven,05-03-2015,15-11-2018,56075839,000026480352,,7602HP,Almelo,kvk_not_in_active_register
192300313,KDV,Uitgeschreven,26-11-2015,26-08-2019,41241901,,,1486MG,West-Graftdijk,kvk_not_in_active_register
192412693,BSO,Uitgeschreven,01-01-2010,01-12-2018,53090772,,,3984MA,Odijk,kvk_not_in_active_register
192458504,BSO,Uitgeschreven,01-01-1991,01-08-2019,17185283,,,5701KG,Helmond,kvk_not_in_active_register
192466598,GOB,Uitgeschreven,01-03-2019,01-04-2020,72428724,000040538788,,6301BC,Valkenburg,kvk_not_in_active_register
192711854,KDV,Uitgeschreven,15-01-2013,16-03-2021,56672721,566727210000,,1795AL,De Cocksdorp,kvk_not_in_active_register
192870671,BSO,Uitgeschreven,10-06-2015,08-01-2018,65184661,000032138202,,3906AD,Veenendaal,kvk_not_in_active_register
192896842,GOB,Uitgeschreven,30-07-2013,01-08-2024,87435888,000053349202,,7207MG,Zutphen,kvk_not_in_active_register
192898310,GOB,Uitgeschreven,23-03-2020,22-07-2022,76543870,000044319312,,2694CB,'s-Gravenzande,kvk_not_in_active_register
193541166,BSO,Uitgeschreven,01-01-2010,01-01-2018,17226838,000026123258,,5151MP,Drunen,kvk_not_in_active_register
193542687,GOB,Uitgeschreven,18-12-2009,13-04-2018,32165195,000006034594,,3828XE,Hoogland,kvk_not_in_active_register
193715326,GOB,Uitgeschreven,28-04-2014,31-10-2016,60189193,000029410886,,4871JN,Etten-Leur,kvk_not_in_active_register
193729362,KDV,Uitgeschreven,31-08-2016,01-02-2020,64715167,,,7495TC,Ambt Delden,kvk_not_in_active_register
193758593,BSO,Uitgeschreven,01-10-2010,09-04-2019,41120727,,,4133DK,Vianen,kvk_not_in_active_register
193880829,BSO,Uitgeschreven,02-01-2010,10-02-2016,52869091,000025215043,,9101WV,Dokkum,kvk_not_in_active_register
194056764,KDV,Uitgeschreven,28-07-2016,01-04-2025,64969525,000033735581,,3447GZ,Woerden,kvk_not_in_active_register
194469190,BSO,Uitgeschreven,31-05-2018,27-07-2023,71236678,000026874008,,1018JR,Amsterdam,kvk_not_in_active_register
194754790,BSO,Uitgeschreven,15-01-2009,06-03-2017,08160555,,,7201EV,Zutphen,kvk_not_in_active_register
194794167,KDV,Uitgeschreven,01-01-2010,19-01-2018,68359721,000036808245,,7556VD,Hengelo,kvk_not_in_active_register
195183988,BSO,Uitgeschreven,15-06-2023,08-05-2025,58662545,000028000307,,5672AC,Nuenen,kvk_not_in_active_register
195212939,KDV,Uitgeschreven,01-01-2010,15-06-2021,41052555,,,7122TH,Aalten,kvk_not_in_active_register
196018924,KDV,Uitgeschreven,21-10-2013,08-06-2022,73745162,000073745162,,8226KC,Lelystad,kvk_not_in_active_register
196169033,BSO,Uitgeschreven,17-02-2011,05-10-2021,27301844,,,2244BP,Wassenaar,kvk_not_in_active_register
196200568,KDV,Uitgeschreven,29-01-2014,01-02-2019,27301745,000026170159,,2717XK,Zoetermeer,kvk_not_in_active_register
196833127,KDV,Uitgeschreven,05-11-2012,31-12-2019,41150685,,,2272EB,Voorburg,kvk_not_in_active_register
197048535,BSO,Uitgeschreven,16-02-2016,07-07-2018,68843046,,,5709KG,Helmond,kvk_not_in_active_register
197053725,GOB,Uitgeschreven,01-01-2010,22-01-2018,01108114,,,8431ET,Oosterwolde,kvk_not_in_active_register
197054651,KDV,Uitgeschreven,06-05-2019,31-08-2020,30205335,000030043212,,3543ES,Utrecht,kvk_not_in_active_register
197117193,BSO,Uitgeschreven,09-08-2013,01-01-2018,17185283,000000000000,,5803AZ,Venray,kvk_not_in_active_register
197283524,BSO,Uitgeschreven,02-02-2016,02-09-2019,30200981,000033202702,,3572TJ,Utrecht,kvk_not_in_active_register
197451603,BSO,Uitgeschreven,01-12-2022,25-08-2023,24372454,,,3281BZ,Numansdorp,kvk_not_in_active_register
197489163,GOB,Uitgeschreven,01-01-2010,01-02-2019,20139658,,,4381SK,Vlissingen,kvk_not_in_active_register
197619332,KDV,Uitgeschreven,12-09-2013,20-12-2019,20145732,000013028472,,4515CP,IJzendijke,kvk_not_in_active_register
197631113,GOB,Uitgeschreven,02-04-2013,01-04-2019,57061831,000026540754,,7443KC,Nijverdal,kvk_not_in_active_register
197648149,KDV,Uitgeschreven,04-09-2012,30-04-2019,41099465,,,5254JG,Haarsteeg,kvk_not_in_active_register
197988192,BSO,Uitgeschreven,01-01-2010,01-07-2017,18071259,,,5141ER,Waalwijk,kvk_not_in_active_register
197991245,GOB,Uitgeschreven,01-01-2010,01-09-2021,04079560,000001116363,,9728TL,Groningen,kvk_not_in_active_register
197999438,BSO,Uitgeschreven,01-01-2010,01-01-2018,62841637,000031815340,,5014BX,Tilburg,kvk_not_in_active_register
198029779,BSO,Uitgeschreven,26-01-2018,07-03-2024,88753204,,,2565BM,'s-Gravenhage,kvk_not_in_active_register
198298754,KDV,Uitgeschreven,28-12-2012,01-01-2021,30200981,000030042437,,3532HK,Utrecht,kvk_not_in_active_register
198378786,GOB,Uitgeschreven,10-07-2015,01-06-2019,63040999,000031993176,,9728KP,Groningen,kvk_not_in_active_register
198391146,BSO,Uitgeschreven,17-09-2013,01-01-2018,58161554,000012732672,,9405PK,Assen,kvk_not_in_active_register
198416635,GOB,Uitgeschreven,30-06-2016,08-11-2021,65711793,000034409319,,3404VE,IJsselstein,kvk_not_in_active_register
198428595,KDV,Uitgeschreven,23-02-2017,20-10-2018,20145101,000036466263,,4841ND,Prinsenbeek,kvk_not_in_active_register
198495614,BSO,Uitgeschreven,01-02-2012,01-11-2013,53763211,,,6122CM,Buchten,kvk_not_in_active_register
198550066,BSO,Uitgeschreven,01-01-2010,06-09-2021,01156053,000001156085,,8622XV,Hommerts,kvk_not_in_active_register
198593107,KDV,Uitgeschreven,17-02-2011,01-01-2020,41012077,,,9727HD,Groningen,kvk_not_in_active_register
198808379,GOB,Uitgeschreven,01-07-2022,17-04-2023,85236047,000051291592,,6041EA,Roermond,kvk_not_in_active_register
198939206,KDV,Uitgeschreven,22-06-2011,04-04-2019,02085969,,,9883PL,Oldehove,kvk_not_in_active_register
199290143,KDV,Uitgeschreven,12-12-2013,08-10-2019,41177555,000021962774,,3471GP,Kamerik,kvk_not_in_active_register
199372135,GOB,Uitgeschreven,20-02-2017,01-02-2022,67091725,000035661453,,5509NH,Veldhoven,kvk_not_in_active_register
199408609,BSO,Uitgeschreven,05-12-2017,22-11-2019,67832938,000036328847,,2722PC,Zoetermeer,kvk_not_in_active_register
199705409,BSO,Uitgeschreven,25-08-2016,30-08-2019,65428617,000034154264,,3703XC,Zeist,kvk_not_in_active_register
199873136,KDV,Uitgeschreven,01-01-2010,10-04-2018,62805851,,,5492HS,Sint-Oedenrode,kvk_not_in_active_register
199946887,GOB,Uitgeschreven,02-10-2017,31-01-2020,51864851,000051864851,,9636HE,Zuidbroek,kvk_not_in_active_register
199994158,BSO,Uitgeschreven,25-07-2014,23-10-2020,59062932,000028383427,,1314HK,Almere,kvk_not_in_active_register
200143396,GOB,Uitgeschreven,01-01-2010,01-07-2018,39091503,000007858175,,1316BZ,ALMERE,kvk_not_in_active_register
200264011,KDV,Uitgeschreven,01-09-2013,01-03-2021,08106780,000028003861,,8091JX,Wezep,kvk_not_in_active_register
200583773,GOB,Uitgeschreven,06-09-2013,13-10-2022,56914024,000026407507,,4001WC,Tiel,kvk_not_in_active_register
200635141,BSO,Uitgeschreven,01-01-2010,15-12-2019,41030290,,,7557BT,Hengelo,kvk_not_in_active_register
200641748,GOB,Uitgeschreven,10-12-2012,01-01-2025,55164498,000037776304,,6417SH,Heerlen,kvk_not_in_active_register
200791977,KDV,Uitgeschreven,14-01-2013,03-12-2018,55803148,000025418661,,1182HH,Amstelveen,kvk_not_in_active_register
200816408,BSO,Uitgeschreven,13-01-2017,22-02-2018,27301844,,,2631GS,Nootdorp,kvk_not_in_active_register
200851366,KDV,Uitgeschreven,01-06-2014,31-08-2020,41046861,000025826999,,6813EX,Arnhem,kvk_not_in_active_register
200896751,KDV,Uitgeschreven,03-01-2011,20-11-2017,51392259,,,2435NA,Zevenhoven,kvk_not_in_active_register
200994402,KDV,Uitgeschreven,15-11-2012,09-07-2021,34204015,000022085173,,1081JA,Amsterdam,kvk_not_in_active_register
201124415,GOB,Uitgeschreven,24-07-2018,20-08-2020,71113096,000039326152,,3846JB,Harderwijk,kvk_not_in_active_register
201151376,BSO,Uitgeschreven,01-11-2013,31-12-2020,39100475,000015592146,,8251PE,Dronten,kvk_not_in_active_register
201199166,GOB,Uitgeschreven,04-10-2017,03-11-2021,69129789,,,8012EC,Zwolle,kvk_not_in_active_register
201204125,BSO,Uitgeschreven,02-12-2010,16-08-2020,52222659,000052222659,,7572BM,Oldenzaal,kvk_not_in_active_register
201239140,BSO,Uitgeschreven,21-07-2015,01-09-2021,27301844,000027301750,,2498BZ,'s-Gravenhage,kvk_not_in_active_register
201301969,GOB,Uitgeschreven,01-01-2010,01-09-2023,09156949,,,6862DN,Oosterbeek,kvk_not_in_active_register
201534149,GOB,Uitgeschreven,01-01-2010,01-02-2019,27286218,,,2564TA,'s-Gravenhage,kvk_not_in_active_register
201654933,BSO,Uitgeschreven,01-01-2009,09-04-2020,17185283,,,5706VW,Helmond,kvk_not_in_active_register
201659359,GOB,Uitgeschreven,27-02-2015,02-10-2019,61838918,000030906113,,1332AX,Almere,kvk_not_in_active_register
201706842,GOB,Uitgeschreven,16-08-2021,31-12-2023,83039546,000049238817,,5235JJ,'s-Hertogenbosch,kvk_not_in_active_register
201805807,GOB,Uitgeschreven,10-02-2023,01-01-2024,88342026,000054213754,,5104AA,Dongen,kvk_not_in_active_register
202055012,KDV,Uitgeschreven,14-07-2011,01-01-2019,56648626,000056648626,,6644EA,Ewijk,kvk_not_in_active_register
202415995,BSO,Uitgeschreven,16-05-2012,23-11-2023,63350971,000025882341,,1777EC,Hippolytushoef,kvk_not_in_active_register
202515278,BSO,Uitgeschreven,01-01-2010,09-05-2022,27301745,000026170264,,2724CA,Zoetermeer,kvk_not_in_active_register
202650790,GOB,Uitgeschreven,16-05-2018,15-10-2018,60172266,000029395755,,1442DD,Purmerend,kvk_not_in_active_register
202998794,BSO,Uitgeschreven,28-02-2017,01-03-2021,61866849,000000000000,,3451SX,Vleuten,kvk_not_in_active_register
203076655,KDV,Uitgeschreven,21-11-2017,01-01-2020,56164955,,,9605PL,Kiel-Windeweer,kvk_not_in_active_register
203273837,KDV,Uitgeschreven,01-09-2014,13-11-2020,63303515,000032265336,,1561JP,Krommenie,kvk_not_in_active_register
203764213,KDV,Uitgeschreven,12-11-2012,31-12-2017,41099276,,,4941AD,Raamsdonksveer,kvk_not_in_active_register
203847933,BSO,Uitgeschreven,05-08-2015,19-03-2021,50498002,000020926359,,9411BA,Beilen,kvk_not_in_active_register
203918241,KDV,Uitgeschreven,31-01-2017,21-06-2019,41012077,,,9718RZ,Groningen,kvk_not_in_active_register
203938902,GOB,Uitgeschreven,14-07-2010,13-02-2023,08163909,000015090523,,7447AC,Hellendoorn,kvk_not_in_active_register
203991746,KDV,Uitgeschreven,01-01-2014,19-03-2018,56075839,000026479400,,7609LA,Almelo,kvk_not_in_active_register
204158163,KDV,Uitgeschreven,11-06-2013,01-08-2018,56341202,000027814394,,6538NK,Nijmegen,kvk_not_in_active_register
204169860,KDV,Uitgeschreven,01-12-2015,01-01-2018,41102337,000000000000,,4611KS,Bergen op Zoom,kvk_not_in_active_register
204308173,BSO,Ingeschreven,22-09-2017,,99190087,000034561560,Besloten Vennootschap,7597LS,Saasveld,kvk_not_in_active_register
204481089,KDV,Uitgeschreven,30-08-2013,02-07-2020,52836517,000022744770,,2201XP,Noordwijk,kvk_not_in_active_register
204636140,BSO,Uitgeschreven,01-01-2008,01-07-2018,61099627,,,3295TM,'s-Gravendeel,kvk_not_in_active_register
204672533,KDV,Uitgeschreven,21-09-2015,01-08-2021,09109812,000022233008,,7107AN,Winterswijk Kotten,kvk_not_in_active_register
205412944,BSO,Uitgeschreven,01-08-2020,01-09-2021,58264477,000013135171,,1323AE,Almere,kvk_not_in_active_register
205574129,BSO,Uitgeschreven,19-08-2015,01-09-2021,63652706,000032546262,,8051CG,Hattem,kvk_not_in_active_register
205594414,BSO,Uitgeschreven,09-09-2014,01-11-2022,60832991,000029991072,,1324JJ,Almere,kvk_not_in_active_register
205609703,BSO,Uitgeschreven,27-02-2014,30-05-2023,17229949,000023874244,,5125NE,Hulten,kvk_not_in_active_register
205628588,KDV,Uitgeschreven,25-08-2014,01-02-2018,41080383,,,5261VK,Vught,kvk_not_in_active_register
205713208,BSO,Uitgeschreven,01-03-2012,01-02-2020,05066942,000008881677,,8355BP,Giethoorn,kvk_not_in_active_register
205728200,KDV,Uitgeschreven,30-08-2019,01-09-2021,41046861,000025826522,,6822KL,Arnhem,kvk_not_in_active_register
205733645,BSO,Uitgeschreven,28-08-2013,01-04-2019,20149766,000000000000,,4381LV,Vlissingen,kvk_not_in_active_register
205812636,KDV,Uitgeschreven,01-06-2017,15-10-2019,41088344,000041088344,,5721VM,Asten,kvk_not_in_active_register
205886607,KDV,Ingeschreven,02-12-2020,,98412531,000043020313,Besloten Vennootschap,3893GD,Zeewolde,kvk_not_in_active_register
205989962,KDV,Uitgeschreven,03-11-2013,01-01-2020,57529892,000000000000,,3453PH,De Meern,kvk_not_in_active_register
206118302,BSO,Uitgeschreven,15-08-2011,01-05-2019,41125532,,,3151CR,HOEK VAN HOLLAND,kvk_not_in_active_register
206436476,KDV,Ingeschreven,29-05-2020,,76645231,000060415436,Eenmanszaak,9602VT,Hoogezand,kvk_not_in_active_register
206476620,KDV,Uitgeschreven,02-01-2013,22-08-2022,27301745,000026170426,,2716PH,Zoetermeer,kvk_not_in_active_register
206534231,BSO,Uitgeschreven,22-06-2011,04-04-2019,02085969,,,9883PL,Oldehove,kvk_not_in_active_register
206636982,KDV,Uitgeschreven,08-01-2018,03-08-2020,41046861,000025826743,,6843JM,Arnhem,kvk_not_in_active_register
206714075,GOB,Uitgeschreven,01-01-2010,01-08-2022,62566199,000031563015,,3563ST,Utrecht,kvk_not_in_active_register
206986233,BSO,Uitgeschreven,29-07-2014,01-04-2020,50573837,000000000000,,6533RG,Nijmegen,kvk_not_in_active_register
207073223,GOB,Uitgeschreven,17-02-2011,14-01-2020,64430057,000033255296,,4707DG,Roosendaal,kvk_not_in_active_register
207125508,BSO,Uitgeschreven,04-08-2016,01-01-2018,37070211,,,1636XC,Schermerhorn,kvk_not_in_active_register
207350474,KDV,Uitgeschreven,28-12-2012,28-10-2019,57529892,000024163864,,3564SN,Utrecht,kvk_not_in_active_register
207375781,KDV,Uitgeschreven,28-12-2018,19-07-2019,63364379,,,2583RS,'s-Gravenhage,kvk_not_in_active_register
207567682,KDV,Uitgeschreven,17-03-2015,31-12-2018,65992172,000035422211,,9078VE,Oudebildtzijl,kvk_not_in_active_register
207612523,BSO,Uitgeschreven,28-03-2013,01-03-2022,24372454,000024372454,,3262GM,Oud-Beijerland,kvk_not_in_active_register
207756491,KDV,Uitgeschreven,21-12-2012,20-07-2019,55899463,000032405820,,4233GH,Ameide,kvk_not_in_active_register
207773610,BSO,Uitgeschreven,03-10-2017,31-08-2022,68822405,000037228064,,9145RG,Ternaard,kvk_not_in_active_register
208016521,BSO,Uitgeschreven,31-07-2017,16-08-2019,61906867,000030968321,,2691GH,'s-Gravenzande,kvk_not_in_active_register
208300442,KDV,Uitgeschreven,26-01-2017,01-06-2018,61906867,000030968321,,2681XR,Monster,kvk_not_in_active_register
208594474,GOB,Uitgeschreven,12-10-2017,19-04-2018,68979991,000037373773,,9402CA,Assen,kvk_not_in_active_register
208691388,BSO,Uitgeschreven,01-01-2014,08-02-2019,59356154,000000000000,,7921HG,Zuidwolde,kvk_not_in_active_register
208744459,BSO,Uitgeschreven,24-07-2018,24-08-2022,73687146,000039515400,,7351BA,Hoenderloo,kvk_not_in_active_register
208807160,KDV,Uitgeschreven,03-07-2012,01-01-2021,58133259,000028228618,,3772TD,Barneveld,kvk_not_in_active_register
208947954,BSO,Uitgeschreven,02-10-2004,09-11-2020,41184967,,,3731XG,De Bilt,kvk_not_in_active_register
209455822,BSO,Uitgeschreven,01-01-1992,01-09-2018,17098523,,,5708JJ,Helmond,kvk_not_in_active_register
209456085,KDV,Uitgeschreven,15-08-2013,01-04-2019,41184967,000000000000,,3731XG,De Bilt,kvk_not_in_active_register
209475134,GOB,Uitgeschreven,01-01-2010,01-01-2019,08215454,000035697903,,7321BH,Apeldoorn,kvk_not_in_active_register
209477763,BSO,Uitgeschreven,15-01-2019,01-08-2022,55899463,000040888711,,4243JZ,Nieuwland,kvk_not_in_active_register
209557758,KDV,Uitgeschreven,04-03-2010,09-09-2019,32096103,,,1231CA,Loosdrecht,kvk_not_in_active_register
209677715,BSO,Uitgeschreven,03-09-2018,17-08-2020,60274107,,,7711GC,Nieuwleusen,kvk_not_in_active_register
209841825,KDV,Uitgeschreven,17-10-2017,18-10-2017,09149918,000025804987,,6671AN,Zetten,kvk_not_in_active_register
209842234,GOB,Uitgeschreven,01-01-2010,02-10-2019,70371768,000035616261,,3404CT,IJsselstein,kvk_not_in_active_register
209852793,KDV,Uitgeschreven,01-01-2010,22-10-2018,62841726,000031815405,,5037MJ,Tilburg,kvk_not_in_active_register
209997734,GOB,Uitgeschreven,01-01-2010,14-01-2020,08080323,000006426514,,3881DA,Putten,kvk_not_in_active_register
210144579,KDV,Uitgeschreven,17-09-2013,01-01-2018,58161554,000012732672,,9405PK,Assen,kvk_not_in_active_register
210404371,KDV,Ingeschreven,06-01-2015,,81821387,000030777046,Eenmanszaak,6114HX,Susteren,kvk_not_in_active_register
210438551,BSO,Uitgeschreven,01-01-2010,22-10-2023,17214993,,,5825CB,Overloon,kvk_not_in_active_register
210503221,BSO,Uitgeschreven,16-10-2013,01-12-2020,64715167,000041030619,,7471HM,Goor,kvk_not_in_active_register
210834316,BSO,Uitgeschreven,23-04-2018,01-12-2018,59356154,,,7941VL,Meppel,kvk_not_in_active_register
210840389,BSO,Uitgeschreven,19-10-2020,21-06-2021,69113696,,,4708HL,Roosendaal,kvk_not_in_active_register
210842131,KDV,Uitgeschreven,06-03-2014,26-02-2018,54092450,000029725089,,3402VH,IJsselstein,kvk_not_in_active_register
210929170,KDV,Uitgeschreven,18-08-2014,01-01-2018,34217635,000029792908,,1067DE,Amsterdam,kvk_not_in_active_register
211058877,BSO,Uitgeschreven,01-03-2008,08-07-2019,17185283,,,5709KP,Helmond,kvk_not_in_active_register
211428383,KDV,Uitgeschreven,01-01-2010,30-12-2020,41035892,,,3881CC,Putten,kvk_not_in_active_register
211506059,KDV,Uitgeschreven,04-08-2015,10-11-2022,63303515,000032265352,,1521DZ,Wormerveer,kvk_not_in_active_register
211683565,BSO,Uitgeschreven,02-02-2016,31-07-2020,73556009,000073556009,,3995AH,Houten,kvk_not_in_active_register
211832649,KDV,Uitgeschreven,05-09-2016,15-12-2018,41087068,,,5672HZ,Nuenen,kvk_not_in_active_register
211935268,KDV,Uitgeschreven,02-07-2015,01-08-2020,62187821,,,5595DD,Leende,kvk_not_in_active_register
212230980,KDV,Uitgeschreven,01-09-2011,01-01-2018,52561461,,,4401EC,Yerseke,kvk_not_in_active_register
212321699,KDV,Uitgeschreven,01-01-2010,01-02-2023,27301844,,,2594AC,'s-Gravenhage,kvk_not_in_active_register
212364807,BSO,Uitgeschreven,01-06-2019,09-03-2020,72658347,000040755908,,8012EJ,Zwolle,kvk_not_in_active_register
212547495,BSO,Uitgeschreven,01-01-2010,31-01-2024,39099708,000011226528,,1333LS,Almere,kvk_not_in_active_register
212906161,BSO,Uitgeschreven,11-07-2011,04-08-2021,39051999,000023046074,,1323AE,Almere,kvk_not_in_active_register
212938502,BSO,Uitgeschreven,17-06-2011,07-09-2018,52543099,,,6921JL,Duiven,kvk_not_in_active_register
213257749,KDV,Uitgeschreven,06-11-2012,01-02-2018,15474941,000015474941,,1324PW,Almere,kvk_not_in_active_register
213625556,GOB,Uitgeschreven,01-01-2010,01-11-2017,30248078,000012677493,,3951AG,Maarn,kvk_not_in_active_register
213743498,KDV,Uitgeschreven,01-07-2015,01-10-2017,59647205,000028918088,,5122LE,Rijen,kvk_not_in_active_register
213853310,GOB,Uitgeschreven,02-04-2012,01-01-2019,61502588,,,5709HW,Helmond,kvk_not_in_active_register
213945526,KDV,Uitgeschreven,07-03-2013,01-01-2021,17138450,000026153874,,5476KL,Vorstenbosch,kvk_not_in_active_register
214253004,KDV,Uitgeschreven,01-09-2015,06-07-2020,51150433,000025563017,,8465RC,Oudehaske,kvk_not_in_active_register
214350101,KDV,Uitgeschreven,17-11-2010,16-09-2019,37092936,,,1704BE,Heerhugowaard,kvk_not_in_active_register
214604901,BSO,Uitgeschreven,16-10-2010,15-01-2020,71178082,000039385566,,1333AV,Almere,kvk_not_in_active_register
214889154,KDV,Uitgeschreven,26-02-2015,01-02-2019,61721964,000030799708,,1066MV,Amsterdam,kvk_not_in_active_register
215416466,KDV,Uitgeschreven,01-09-2013,09-08-2018,60284811,000000000000,,7242GZ,Lochem,kvk_not_in_active_register
215435400,BSO,Uitgeschreven,01-01-2010,01-06-2019,61819026,,,1741LA,Schagen,kvk_not_in_active_register
215587121,KDV,Uitgeschreven,28-08-2016,01-08-2018,59356154,,,8536VA,Oosterzee,kvk_not_in_active_register
215642351,GOB,Uitgeschreven,01-08-2013,01-04-2021,58159908,000027528278,,7041HC,'s-Heerenberg,kvk_not_in_active_register
215691854,BSO,Uitgeschreven,02-02-2019,01-11-2019,73420867,000040587444,,2285SP,Rijswijk,kvk_not_in_active_register
215709688,KDV,Uitgeschreven,01-08-2014,07-09-2018,51150433,000029684129,,8493LC,Terherne,kvk_not_in_active_register
215947757,KDV,Uitgeschreven,25-08-2014,01-02-2018,41080383,,,5263DP,Vught,kvk_not_in_active_register
215992684,BSO,Uitgeschreven,01-01-2010,01-05-2021,30159969,,,3701CL,Zeist,kvk_not_in_active_register
216046981,GOB,Uitgeschreven,11-10-2017,26-06-2018,69200157,000037567683,,8043TX,Zwolle,kvk_not_in_active_register
