postcode,provider_count_at_postcode,unique_kvk_holders,lrk_id,type_oko,kvk_nummer,inschrijfdatum,woonplaats,aantal_kindplaatsen
1616HB,3,2,189774319,KDV,60901934,01-01-2019,Hoogkarspel,16
1696CD,3,2,102388441,BSO,60901934,01-01-2010,Oosterblokker,40
1696CD,3,2,140964496,KDV,37152175,03-06-2015,Oosterblokker,16
1696CD,3,2,189734383,KDV,60901934,01-01-2010,Oosterblokker,16
2134SB,3,2,102405992,BSO,77883594,10-02-2025,Hoofddorp,14
2134SB,3,2,316066953,BSO,41223014,01-10-2011,Hoofddorp,60
2134SB,3,2,321856065,KDV,41223014,09-11-2016,Hoofddorp,32
2518ES,3,2,102420701,KDV,41151328,12-08-2019,'s-Gravenhage,16
2518ES,3,2,157765374,BSO,27179025,19-08-2019,'s-Gravenhage,42
2518ES,3,2,220995503,KDV,27179025,19-08-2019,'s-Gravenhage,28
4921XZ,3,2,102511846,BSO,78066050,30-10-2025,Made,26
4921XZ,3,2,215804880,KDV,22049355,31-01-2024,Made,62
4921XZ,3,2,985332347,BSO,22049355,01-02-2024,Made,66
4707JE,3,2,102590618,KDV,69922969,30-01-2018,Roosendaal,40
4707JE,3,2,132917063,KDV,20125402,01-12-2014,Roosendaal,16
4707JE,3,2,296406211,BSO,69922969,18-05-2020,Roosendaal,16
2401JJ,3,1,102630136,BSO,41166169,06-06-2011,Alphen aan den Rijn,151
2401JJ,3,1,279912572,KDV,41166169,01-08-2016,Alphen aan den Rijn,16
2401JJ,3,1,448643613,KDV,41166169,06-06-2011,Alphen aan den Rijn,28
3023TM,3,2,102680851,KDV,41208044,01-01-2010,Rotterdam,56
3023TM,3,2,192669448,BSO,41208044,01-01-2010,Rotterdam,58
3023TM,3,2,587110569,KDV,24384799,21-08-2023,Rotterdam,16
2597PH,3,2,102683347,KDV,65898575,03-10-2016,'s-Gravenhage,59
2597PH,3,2,205271522,KDV,54862671,04-08-2014,'s-Gravenhage,16
2597PH,3,2,231923132,BSO,54862671,09-07-2014,'s-Gravenhage,120
7137MN,3,1,102699677,BSO,09156010,01-07-2020,Lievelde,30
7137MN,3,1,234363447,VGO,,21-08-2018,Lievelde,6
7137MN,3,1,328239288,KDV,09156010,30-10-2014,Lievelde,16
2153LS,3,2,102789447,BSO,66733294,29-09-2025,Nieuw-Vennep,33
2153LS,3,2,151680383,BSO,96741511,24-06-2011,Nieuw-Vennep,41
2153LS,3,2,908708245,KDV,96741511,01-01-2010,Nieuw-Vennep,60
3404JS,3,1,102925057,KDV,30182723,01-08-2016,IJsselstein,12
3404JS,3,1,199841299,KDV,30182723,24-08-2015,IJsselstein,32
3404JS,3,1,220132914,BSO,30182723,01-01-2005,IJsselstein,44
1422LE,3,1,102925951,KDV,34198255,01-08-2022,Uithoorn,40
1422LE,3,1,115056683,BSO,34198255,01-08-2022,Uithoorn,62
1422LE,3,1,209797939,KDV,34198255,02-03-2021,Uithoorn,16
3711BP,3,2,102978086,BSO,30182723,01-10-2024,Austerlitz,12
3711BP,3,2,180866461,KDV,30216524,31-08-2020,Austerlitz,16
3711BP,3,2,273916889,BSO,30182723,31-08-2020,Austerlitz,42
2131MB,3,1,102980500,KDV,34154944,01-01-2010,Hoofddorp,101
2131MB,3,1,130929773,KDV,34154944,19-10-2020,Hoofddorp,40
2131MB,3,1,587385984,BSO,34154944,01-01-2010,Hoofddorp,350
1062XK,3,2,103132302,KDV,34236949,18-12-2012,Amsterdam,31
1062XK,3,2,204294095,KDV,60901934,25-09-2012,Amsterdam,47
1062XK,3,2,762321465,BSO,60901934,24-09-2012,Amsterdam,35
5464PG,3,2,103163360,BSO,41208044,01-05-2008,Veghel,42
5464PG,3,2,124188710,KDV,17146672,01-08-2018,Veghel,32
5464PG,3,2,124360270,BSO,41208044,07-01-2019,Veghel,23
7071CH,3,2,103186025,KDV,09189727,10-02-2009,Ulft,51
7071CH,3,2,114912348,GOB,09153175,01-01-2010,Ulft,
7071CH,3,2,494123308,BSO,09189727,29-06-2009,Ulft,57
2572HT,3,2,103196663,BSO,97677760,28-08-2017,'s-Gravenhage,16
2572HT,3,2,139250736,KDV,69608008,04-09-2012,'s-Gravenhage,29
2572HT,3,2,482868211,KDV,69608008,04-09-2012,'s-Gravenhage,14
3951LL,3,2,103258140,KDV,30182723,01-01-2010,Maarn,64
3951LL,3,2,199610368,BSO,30150426,21-08-2017,Maarn,42
3951LL,3,2,250968666,BSO,30182723,01-01-2010,Maarn,51
2631PT,3,1,103279994,BSO,41135920,18-07-2008,Nootdorp,70
2631PT,3,1,194732629,KDV,41135920,10-07-2023,Nootdorp,32
2631PT,3,1,602835392,BSO,41135920,07-07-2023,Nootdorp,30
2712JW,3,1,103322097,KDV,41135920,01-09-2025,Zoetermeer,15
2712JW,3,1,120861458,KDV,41135920,01-01-2010,Zoetermeer,40
2712JW,3,1,246517323,BSO,41135920,01-01-2014,Zoetermeer,21
8072GZ,3,2,103562928,BSO,41035858,01-01-2010,Nunspeet,35
8072GZ,3,2,316168191,KDV,08226649,21-06-2017,Nunspeet,15
8072GZ,3,2,394627015,KDV,41035858,11-11-2010,Nunspeet,16
6419CW,3,2,103710590,BSO,67725600,06-09-2021,Heerlen,59
6419CW,3,2,147760446,KDV,67725600,01-01-2010,Heerlen,56
6419CW,3,2,335153793,KDV,14075465,09-09-2021,Heerlen,16
4791CS,3,1,103794761,KDV,58497943,01-09-2017,Klundert,48
4791CS,3,1,290568390,BSO,58497943,02-09-2017,Klundert,40
4791CS,3,1,927065897,VGO,,09-01-2014,Klundert,6
3573PV,3,2,104035560,BSO,30182723,01-01-2010,Utrecht,40
3573PV,3,2,188378133,BSO,30234380,01-01-2010,Utrecht,90
3573PV,3,2,232498842,KDV,30234380,19-09-2011,Utrecht,37
2724TT,3,1,104053227,BSO,41135920,18-10-2010,Zoetermeer,60
2724TT,3,1,224469733,KDV,41135920,19-08-2016,Zoetermeer,16
2724TT,3,1,348712935,BSO,41135920,01-01-2010,Zoetermeer,31
3295SH,3,1,104095751,BSO,97595802,15-12-2010,'s-Gravendeel,44
3295SH,3,1,202952319,BSO,97595802,24-10-2014,'s-Gravendeel,15
3295SH,3,1,318601126,KDV,97595802,21-08-2017,'s-Gravendeel,16
8308AL,3,2,104126644,KDV,88832414,03-02-2025,Nagele,14
8308AL,3,2,181649512,KDV,41024075,01-01-2015,Nagele,32
8308AL,3,2,930637859,BSO,41024075,01-01-2015,Nagele,20
6164CK,3,1,104465785,KDV,14066305,01-10-2013,Geleen,16
6164CK,3,1,143071646,KDV,14066305,27-03-2014,Geleen,32
6164CK,3,1,387849178,BSO,14066305,01-01-2010,Geleen,20
3318BE,3,2,104510420,KDV,41121846,25-01-2016,Dordrecht,16
3318BE,3,2,158079346,KDV,41120110,21-03-2013,Dordrecht,16
3318BE,3,2,605757732,BSO,41121846,01-01-2010,Dordrecht,60
1505EJ,3,1,104706752,VGO,,08-05-2019,Zaandam,6
1505EJ,3,1,106964562,KDV,70831653,01-12-2025,Zaandam,24
1505EJ,3,1,982346815,VGO,,10-12-2016,Zaandam,6
9603AG,3,2,104722204,KDV,51593785,10-12-2024,Hoogezand,16
9603AG,3,2,189792309,KDV,55179061,01-04-2022,Hoogezand,6
9603AG,3,2,205512343,BSO,51593785,10-12-2024,Hoogezand,16
9528RC,3,2,104840195,BSO,68080522,01-07-2019,Buinen,60
9528RC,3,2,157030544,GOB,01145790,01-01-2010,Buinen,
9528RC,3,2,194787795,KDV,68080522,01-07-2019,Buinen,30
3523JA,3,1,104855265,BSO,30182723,16-08-2011,Utrecht,40
3523JA,3,1,201133052,KDV,30182723,01-01-2010,Utrecht,116
3523JA,3,1,365962740,KDV,30182723,28-12-2012,Utrecht,15
7535CJ,3,1,104877352,KDV,41208044,01-01-2010,Enschede,72
7535CJ,3,1,195635735,BSO,41208044,01-08-2014,Enschede,40
7535CJ,3,1,281749760,BSO,41208044,01-01-2010,Enschede,53
2497DG,3,1,104948528,KDV,41156673,01-01-2010,'s-Gravenhage,36
2497DG,3,1,141835746,BSO,41156673,01-01-2010,'s-Gravenhage,60
2497DG,3,1,879418035,KDV,41156673,19-08-2014,'s-Gravenhage,16
2394GJ,3,1,104988666,KDV,41166169,08-04-2021,Hazerswoude-Rijndijk,16
2394GJ,3,1,162577904,KDV,41166169,01-01-2019,Hazerswoude-Rijndijk,16
2394GJ,3,1,305487000,BSO,41166169,08-04-2021,Hazerswoude-Rijndijk,44
3314NZ,3,1,105032761,KDV,24475690,01-01-2010,Dordrecht,16
3314NZ,3,1,180505476,KDV,24475690,11-02-2016,Dordrecht,14
3314NZ,3,1,219776787,KDV,24475690,01-10-2010,Dordrecht,14
5506CG,3,1,105279122,BSO,17125104,13-05-2013,Veldhoven,40
5506CG,3,1,717762208,KDV,17125104,01-01-2010,Veldhoven,76
5506CG,3,1,895197029,BSO,17125104,30-01-2024,Veldhoven,20
2404GM,3,2,105508263,BSO,41166169,25-07-2025,Alphen aan den Rijn,20
2404GM,3,2,212940090,KDV,41167932,09-11-2020,Alphen aan den Rijn,12
2404GM,3,2,773268418,KDV,41166169,21-04-1998,Alphen aan den Rijn,44
5751WJ,3,1,105806572,BSO,86146963,21-07-2014,Deurne,31
5751WJ,3,1,283737086,KDV,86146963,08-12-2016,Deurne,16
5751WJ,3,1,459210105,VGO,,12-12-2014,Deurne,6
7906GA,3,2,106080039,KDV,52640582,26-08-2019,Hoogeveen,32
