postcode,provider_count_at_postcode,unique_kvk_holders,lrk_id,type_oko,kvk_nummer,inschrijfdatum,woonplaats,aantal_kindplaatsen
2516PV,3,2,436947134,KDV,84492449,26-11-2024,'s-Gravenhage,16
3194KA,3,1,111929921,BSO,24384799,01-01-2010,Hoogvliet Rotterdam,50
3194KA,3,1,146643203,KDV,24384799,01-01-2010,Hoogvliet Rotterdam,72
3194KA,3,1,626493493,KDV,24384799,10-03-2025,Hoogvliet Rotterdam,31
5465RJ,3,2,111953856,BSO,41084474,22-08-2011,Veghel,50
5465RJ,3,2,426341715,KDV,41084474,22-08-2011,Veghel,16
5465RJ,3,2,495676949,KDV,17146672,28-12-2012,Veghel,16
4157GT,3,1,112050426,KDV,73192406,07-09-2015,Enspijk,28
4157GT,3,1,125069285,BSO,73192406,05-03-2013,Enspijk,28
4157GT,3,1,645347450,KDV,73192406,14-01-2013,Enspijk,12
2547VR,3,2,112185897,KDV,27179025,24-10-2024,'s-Gravenhage,27
2547VR,3,2,168034360,KDV,41151328,10-08-2012,'s-Gravenhage,16
2547VR,3,2,185667879,BSO,27179025,01-01-2010,'s-Gravenhage,87
1191JP,3,2,112285260,KDV,30182723,01-08-2011,Ouderkerk aan de Amstel,48
1191JP,3,2,112340428,KDV,60901934,03-10-2011,Ouderkerk aan de Amstel,87
1191JP,3,2,298369758,BSO,60901934,03-10-2011,Ouderkerk aan de Amstel,44
6171HK,3,1,112385229,KDV,14066305,08-07-2014,Stein,16
6171HK,3,1,244726784,BSO,14066305,30-08-2010,Stein,80
6171HK,3,1,460289950,KDV,14066305,25-08-2015,Stein,15
7245AH,3,2,112439846,BSO,41040789,01-01-2010,Laren,60
7245AH,3,2,205879846,BSO,83300961,01-01-2021,Laren,44
7245AH,3,2,923331244,KDV,41040789,01-07-2011,Laren,48
4286BV,3,2,112444222,BSO,22049355,07-06-2018,Almkerk,22
4286BV,3,2,169981447,GOB,81247540,01-01-2010,Almkerk,
4286BV,3,2,838856561,KDV,22049355,07-06-2018,Almkerk,16
3076KM,3,3,112547990,KDV,09161221,23-08-2010,Rotterdam,16
3076KM,3,3,705873869,KDV,87967022,01-03-2016,Rotterdam,32
3076KM,3,3,891558925,BSO,09180769,01-01-2010,Rotterdam,64
7833CH,3,2,112744655,BSO,90840186,18-03-2013,Nieuw-Amsterdam,80
7833CH,3,2,208630223,KDV,90840186,06-03-2014,Nieuw-Amsterdam,15
7833CH,3,2,252339368,KDV,97415464,07-01-2016,Nieuw-Amsterdam,38
7683XH,3,1,112769020,BSO,41208044,01-08-2014,Den Ham,22
7683XH,3,1,227132385,KDV,41208044,13-12-2011,Den Ham,16
7683XH,3,1,761969226,BSO,41208044,03-01-2022,Den Ham,14
6717LD,3,2,112991452,BSO,87969513,16-11-2020,Ede,56
6717LD,3,2,219581010,BSO,55309747,22-07-2020,Ede,84
6717LD,3,2,622178325,BSO,87969513,31-03-2025,Ede,52
2631GS,3,2,113050033,KDV,41146828,30-07-2020,Nootdorp,16
2631GS,3,2,132742767,KDV,41154302,30-07-2020,Nootdorp,16
2631GS,3,2,243514141,BSO,41146828,22-07-2019,Nootdorp,42
2496SG,3,1,113247035,VGO,,30-07-2024,'s-Gravenhage,6
2496SG,3,1,120779328,KDV,64517691,26-02-2016,'s-Gravenhage,36
2496SG,3,1,199534585,BSO,64517691,26-02-2016,'s-Gravenhage,26
3434HA,3,2,113292235,BSO,30182723,19-12-2013,Nieuwegein,66
3434HA,3,2,215187544,KDV,30182723,06-01-2014,Nieuwegein,32
3434HA,3,2,260663864,KDV,30278497,03-12-2013,Nieuwegein,32
6596AP,3,1,113525606,KDV,41062125,12-08-2013,Milsbeek,16
6596AP,3,1,143570481,BSO,41062125,12-08-2013,Milsbeek,22
6596AP,3,1,212883343,BSO,41062125,01-04-2014,Milsbeek,20
3864EV,3,2,113568848,KDV,54939747,21-11-2019,Nijkerkerveen,16
3864EV,3,2,216381034,KDV,32085579,24-10-2019,Nijkerkerveen,16
3864EV,3,2,243487939,BSO,54939747,21-11-2019,Nijkerkerveen,60
9402DA,3,2,113616181,KDV,64509907,01-01-2018,Assen,24
9402DA,3,2,166253510,KDV,05027189,01-01-2014,Assen,32
9402DA,3,2,930555995,BSO,05027189,01-01-2014,Assen,33
1723AB,3,1,113635928,KDV,41240527,01-01-2005,Noord-Scharwoude,64
1723AB,3,1,225680580,BSO,41240527,01-08-2005,Noord-Scharwoude,70
1723AB,3,1,587458975,KDV,41240527,24-06-2014,Noord-Scharwoude,32
1328LJ,3,2,113641679,BSO,84985941,01-07-2017,Almere,32
1328LJ,3,2,136233491,BSO,92212085,21-03-2014,Almere,40
1328LJ,3,2,868760237,KDV,92212085,21-03-2014,Almere,36
3843EZ,3,3,113704665,KDV,41035117,14-07-2022,Harderwijk,16
3843EZ,3,3,132248256,KDV,59765607,03-03-2025,Harderwijk,8
3843EZ,3,3,280627385,BSO,82667047,31-12-2025,Harderwijk,15
7672GE,3,1,113771629,KDV,41208044,07-07-2011,Vriezenveen,16
7672GE,3,1,232062560,BSO,41208044,01-09-2017,Vriezenveen,28
7672GE,3,1,527839607,BSO,41208044,07-07-2011,Vriezenveen,56
3845GC,3,3,113946752,BSO,34162208,01-01-2010,Harderwijk,14
3845GC,3,3,279194195,KDV,41035117,19-12-2012,Harderwijk,32
3845GC,3,3,328133723,BSO,74138081,08-07-2019,Harderwijk,16
3871TD,3,1,114044429,KDV,54991706,02-06-2014,Hoevelaken,38
3871TD,3,1,195270435,BSO,54991706,02-09-2013,Hoevelaken,66
3871TD,3,1,304663438,VGO,,13-10-2016,Hoevelaken,4
6088EH,3,1,114108407,KDV,65239628,01-04-2011,Roggel,20
6088EH,3,1,235310360,BSO,65239628,01-01-2010,Roggel,70
6088EH,3,1,891782990,BSO,65239628,01-01-2010,Roggel,20
2545NV,3,2,114212843,BSO,41156590,24-07-2017,'s-Gravenhage,36
2545NV,3,2,258402805,KDV,41156590,24-07-2017,'s-Gravenhage,36
2545NV,3,2,268404227,KDV,69092222,18-07-2017,'s-Gravenhage,32
7329BD,3,2,114216204,BSO,74993763,23-09-2019,Apeldoorn,22
7329BD,3,2,315486090,BSO,30278497,03-11-2025,Apeldoorn,19
7329BD,3,2,942445946,KDV,74993763,23-09-2019,Apeldoorn,80
1628DJ,3,1,114426843,KDV,41236397,22-11-2012,Hoorn,15
1628DJ,3,1,134090056,KDV,41236397,22-11-2012,Hoorn,16
1628DJ,3,1,253256082,BSO,41236397,22-09-2025,Hoorn,24
7552HE,3,2,114508768,KDV,60901934,04-05-2010,Hengelo,11
7552HE,3,2,367374614,KDV,08165764,01-10-2016,Hengelo,48
7552HE,3,2,828828416,BSO,60901934,19-08-2013,Hengelo,66
6118EA,3,1,114530580,KDV,14066305,25-09-2023,Nieuwstadt,16
6118EA,3,1,136519623,BSO,14066305,13-02-2015,Nieuwstadt,50
6118EA,3,1,231761910,KDV,14066305,13-02-2015,Nieuwstadt,32
7544NA,3,0,114639450,VGO,,30-07-2018,Enschede,6
7544NA,3,0,139714042,VGO,,24-06-2016,Enschede,6
7544NA,3,0,216439413,VGO,,18-01-2021,Enschede,6
1215RH,3,3,114690777,KDV,30278497,01-01-2010,Hilversum,105
1215RH,3,3,223346512,BSO,55449808,01-01-2010,Hilversum,150
1215RH,3,3,361455100,KDV,41188302,01-04-2013,Hilversum,16
2566EC,3,2,114975279,BSO,82485313,06-11-2020,'s-Gravenhage,34
2566EC,3,2,160357159,BSO,82485313,14-03-2023,'s-Gravenhage,25
2566EC,3,2,632016693,BSO,41156590,01-01-2010,'s-Gravenhage,80
5921AZ,3,1,115137294,KDV,41062125,03-10-2011,Venlo,40
5921AZ,3,1,138982843,BSO,41062125,02-08-2018,Venlo,32
5921AZ,3,1,252236762,BSO,41062125,22-08-2011,Venlo,23
3921EK,3,2,115243422,KDV,77504399,02-01-2012,Elst Ut,46
3921EK,3,2,202233716,BSO,77504399,02-01-2012,Elst Ut,42
3921EK,3,2,499086570,KDV,56823762,01-11-2016,Elst Ut,16
2253ST,3,3,115348852,BSO,28101864,01-01-2010,Voorschoten,40
2253ST,3,3,160257669,BSO,30278497,29-11-2018,Voorschoten,27
2253ST,3,3,194451690,BSO,60901934,01-01-2010,Voorschoten,50
6641KS,3,2,115406499,BSO,09166969,20-10-2004,Beuningen Gld,88
6641KS,3,2,146472883,KDV,09166969,01-10-2012,Beuningen Gld,32
6641KS,3,2,746939206,KDV,89590325,01-11-2019,Beuningen Gld,18
4701HL,3,1,115636183,BSO,20125402,01-01-2010,Roosendaal,50
4701HL,3,1,172294794,KDV,20125402,01-12-2014,Roosendaal,16
4701HL,3,1,599752014,VGO,,18-01-2017,Roosendaal,6
4707VX,3,1,115700808,KDV,20125402,28-03-2012,Roosendaal,50
4707VX,3,1,257452576,BSO,20125402,15-12-2022,Roosendaal,75
4707VX,3,1,961888258,KDV,20125402,01-09-2023,Roosendaal,16
6691CJ,3,2,115727528,KDV,09127903,05-06-2013,Gendt,29
6691CJ,3,2,185779785,BSO,09127903,28-04-2010,Gendt,60
6691CJ,3,2,327559925,BSO,56699786,10-06-2025,Gendt,60
3781GG,3,2,115845240,KDV,56823762,31-08-2020,Voorthuizen,16
3781GG,3,2,192093034,KDV,60901934,31-10-2022,Voorthuizen,16
3781GG,3,2,221392853,BSO,56823762,01-08-2016,Voorthuizen,33
2134AB,3,2,116187256,BSO,34154944,01-09-2019,Hoofddorp,144
2134AB,3,2,263571440,BSO,41223014,13-04-2017,Hoofddorp,30
2134AB,3,2,409259573,KDV,34154944,01-09-2019,Hoofddorp,76
2421NK,3,2,116271954,BSO,82378231,01-01-2010,Nieuwkoop,110
2421NK,3,2,284410251,KDV,82378231,14-11-2016,Nieuwkoop,32
2421NK,3,2,673497264,BSO,97194867,01-08-2025,Nieuwkoop,57
9745CP,3,1,116563151,KDV,01127720,01-01-2010,Groningen,56
9745CP,3,1,122768796,BSO,01127720,01-01-2010,Groningen,77
9745CP,3,1,143537659,VGO,,01-01-2018,Groningen,6
1106HW,3,2,116585481,KDV,34206306,15-10-2015,Amsterdam,16
1106HW,3,2,191744487,KDV,82073465,30-06-2021,Amsterdam,31
1106HW,3,2,290231140,BSO,82073465,30-06-2021,Amsterdam,88
4715AG,3,2,116611005,KDV,94377804,04-01-2021,Rucphen,16
4715AG,3,2,193628806,KDV,20125402,01-08-2014,Rucphen,32
4715AG,3,2,613837344,BSO,20125402,01-01-2010,Rucphen,25
1321RX,3,2,116844930,BSO,60901934,01-01-2010,Almere,30
1321RX,3,2,237587014,BSO,93263449,11-11-2025,Almere,40
1321RX,3,2,687903750,KDV,60901934,14-03-2014,Almere,32
3218XA,3,2,116879816,KDV,24436296,27-08-2012,Heenvliet,16
3218XA,3,2,129281396,BSO,41132549,03-01-2005,Heenvliet,50
3218XA,3,2,876866689,KDV,41132549,01-01-2010,Heenvliet,34
1097EP,3,2,116937130,KDV,41205151,04-02-2015,Amsterdam,16
1097EP,3,2,165587398,BSO,41205151,06-01-2012,Amsterdam,80
1097EP,3,2,781012661,KDV,34359395,17-01-2012,Amsterdam,16
5451JH,3,2,117001855,KDV,41062125,30-12-2013,Mill,48
5451JH,3,2,196612779,BSO,86030051,31-10-2025,Mill,44
5451JH,3,2,654229843,BSO,41062125,06-01-2014,Mill,92
2171EL,3,1,117116646,BSO,30278497,01-01-2010,Sassenheim,50
2171EL,3,1,128855435,KDV,30278497,01-01-2010,Sassenheim,27
2171EL,3,1,239417343,KDV,30278497,31-08-2020,Sassenheim,16
5662HK,3,1,117134922,BSO,92009409,05-01-2009,Geldrop,76
5662HK,3,1,177910057,KDV,92009409,01-03-2009,Geldrop,24
5662HK,3,1,251161237,KDV,92009409,28-11-2024,Geldrop,16
6442AJ,3,2,117170914,BSO,41208044,01-01-2010,Brunssum,40
6442AJ,3,2,195765163,KDV,41070565,27-06-2017,Brunssum,16
6442AJ,3,2,465755720,KDV,41208044,01-01-2010,Brunssum,28
1448BV,3,2,117176928,KDV,41235528,01-09-2009,Purmerend,56
1448BV,3,2,167444773,BSO,41235528,17-08-2009,Purmerend,40
1448BV,3,2,193392914,KDV,41234077,17-08-2020,Purmerend,16
9444XE,3,1,117308687,BSO,58029435,29-09-2023,Grolloo,40
9444XE,3,1,300307251,KDV,58029435,01-02-2022,Grolloo,16
9444XE,3,1,621978127,KDV,58029435,11-12-2025,Grolloo,12
1363DB,3,2,117469348,KDV,32148702,19-10-2015,Almere,69
1363DB,3,2,187817236,BSO,65893751,10-04-2017,Almere,70
1363DB,3,2,294236089,BSO,32148702,19-10-2015,Almere,44
1081JA,3,3,117803479,KDV,34359395,03-07-2015,Amsterdam,16
1081JA,3,3,247482584,KDV,32069861,26-01-2022,Amsterdam,36
1081JA,3,3,673522738,BSO,34131154,01-01-2010,Amsterdam,94
3905KW,3,1,117888357,KDV,60436239,06-09-2020,Veenendaal,89
3905KW,3,1,242536554,BSO,60436239,31-08-2023,Veenendaal,22
3905KW,3,1,809564154,KDV,60436239,01-09-2023,Veenendaal,14
3564XZ,3,2,118900894,KDV,30182723,25-10-2017,Utrecht,15
3564XZ,3,2,155756321,BSO,92484891,26-08-2024,Utrecht,64
3564XZ,3,2,323869749,KDV,30182723,30-10-2017,Utrecht,15
2721NC,3,1,119039588,KDV,41135920,01-10-2025,Zoetermeer,16
2721NC,3,1,435537994,BSO,41135920,24-11-2012,Zoetermeer,30
2721NC,3,1,987872916,KDV,41135920,24-11-2012,Zoetermeer,108
1065BX,3,1,119039709,KDV,83148922,08-05-2013,Amsterdam,12
1065BX,3,1,654482238,BSO,83148922,09-08-2024,Amsterdam,13
1065BX,3,1,762177871,KDV,83148922,18-06-2014,Amsterdam,10
9451KG,3,1,119120549,GOB,41019560,01-01-2010,Rolde,
9451KG,3,1,150580319,BSO,41019560,01-01-2010,Rolde,45
9451KG,3,1,179961330,KDV,41019560,01-01-2010,Rolde,52
8266KL,3,2,119201926,KDV,52694089,05-06-2014,Kampen,12
8266KL,3,2,196927031,BSO,30225440,25-08-2025,Kampen,22
8266KL,3,2,223787024,BSO,52694089,05-06-2014,Kampen,110
9561KN,3,1,119388078,BSO,41014838,16-02-2022,Ter Apel,42
9561KN,3,1,202499285,KDV,41014838,25-07-2012,Ter Apel,32
9561KN,3,1,617878390,KDV,41014838,01-01-1991,Ter Apel,77
3132EL,3,2,119399398,KDV,41141268,15-10-2015,Vlaardingen,32
3132EL,3,2,139901310,BSO,41141268,01-01-2005,Vlaardingen,22
3132EL,3,2,235853501,KDV,74828665,28-07-2021,Vlaardingen,55
9022BD,3,1,119487561,BSO,65971213,01-12-2013,Mantgum,30
9022BD,3,1,176015127,KDV,65971213,01-01-2010,Mantgum,16
9022BD,3,1,763944865,KDV,65971213,01-09-2011,Mantgum,16
8701EW,3,1,119645968,BSO,41002574,02-12-2013,Bolsward,40
8701EW,3,1,461905498,KDV,41002574,13-08-2013,Bolsward,40
8701EW,3,1,761615167,BSO,41002574,01-01-2010,Bolsward,44
2993GG,3,2,119678305,BSO,24416342,03-03-2025,Barendrecht,76
2993GG,3,2,136840486,KDV,41126911,21-03-2016,Barendrecht,15
2993GG,3,2,259119222,KDV,24416342,01-07-2025,Barendrecht,16
8301AR,3,2,119834704,BSO,41024075,03-09-2008,Emmeloord,57
8301AR,3,2,174038689,KDV,88832414,17-08-2023,Emmeloord,16
8301AR,3,2,952346527,KDV,41024075,02-09-2008,Emmeloord,37
1111PX,3,1,120101713,BSO,30182723,01-09-2018,Diemen,122
1111PX,3,1,284014187,BSO,30182723,25-01-2019,Diemen,38
1111PX,3,1,819402047,KDV,30182723,01-09-2018,Diemen,52
6026ER,3,2,120114525,BSO,97291625,03-09-1991,Maarheeze,120
6026ER,3,2,229796540,KDV,97291625,03-09-1991,Maarheeze,62
6026ER,3,2,912104375,KDV,87450909,01-05-2017,Maarheeze,16
2516KE,3,2,120300898,KDV,69092222,27-09-2013,'s-Gravenhage,16
2516KE,3,2,196225371,KDV,41156590,09-10-2013,'s-Gravenhage,81
2516KE,3,2,231204504,BSO,41156590,15-10-2013,'s-Gravenhage,41
9713ED,3,2,120785237,BSO,05027189,01-01-2014,Groningen,44
9713ED,3,2,148677149,KDV,02099055,01-01-2010,Groningen,37
9713ED,3,2,468821685,KDV,05027189,01-01-2014,Groningen,64
8802RD,3,1,120828364,VGO,,26-02-2014,Franeker,6
8802RD,3,1,134671296,BSO,74467867,18-10-2010,Franeker,58
8802RD,3,1,172211086,KDV,74467867,18-10-2010,Franeker,32
2554BZ,3,2,120846329,BSO,27262602,25-08-2016,'s-Gravenhage,41
2554BZ,3,2,282872784,KDV,83234659,07-03-2022,'s-Gravenhage,14
2554BZ,3,2,284644225,BSO,83234659,03-07-2018,'s-Gravenhage,30
3401AX,3,2,120958594,KDV,30182723,01-03-2016,IJsselstein,16
3401AX,3,2,245017379,KDV,82294585,04-05-2021,IJsselstein,31
3401AX,3,2,315582935,BSO,82294585,01-09-2020,IJsselstein,22
4834KN,3,3,121165826,KDV,66280311,01-01-2005,Breda,74
4834KN,3,3,185514133,GOB,67436609,29-12-2015,Breda,
4834KN,3,3,514367635,GOB,88819183,06-01-2014,Breda,
9741EW,3,2,121543274,KDV,41012651,01-01-2010,Groningen,44
9741EW,3,2,160633229,KDV,02071716,17-02-2011,Groningen,32
9741EW,3,2,261293163,BSO,41012651,13-11-2017,Groningen,42
5725AZ,3,1,121572808,KDV,17125104,01-01-2013,Heusden,38
5725AZ,3,1,603030531,BSO,17125104,01-01-2013,Heusden,44
5725AZ,3,1,675541633,VGO,,01-01-2011,Heusden,6
1112XV,3,2,121578100,BSO,30182723,01-09-2023,Diemen,86
1112XV,3,2,198114709,KDV,30182723,01-09-2023,Diemen,76
1112XV,3,2,683051696,BSO,68155042,04-09-2023,Diemen,66
1422WX,3,2,121986196,KDV,34198255,21-11-2009,Uithoorn,89
1422WX,3,2,123052531,BSO,77883594,01-11-2025,Uithoorn,10
1422WX,3,2,909669958,BSO,34198255,10-11-2010,Uithoorn,170
8311AN,3,2,122124509,KDV,41024075,01-01-2005,Espel,16
8311AN,3,2,202198960,KDV,88832414,17-08-2023,Espel,16
8311AN,3,2,225721296,BSO,41024075,01-01-2005,Espel,20
9581MB,3,0,122166590,VGO,,02-11-2016,Musselkanaal,6
9581MB,3,0,232428359,VGO,,01-09-2010,Musselkanaal,5
9581MB,3,0,778135846,VGO,,20-05-2025,Musselkanaal,6
5301RT,3,2,122379974,KDV,51463903,07-09-2012,Zaltbommel,16
5301RT,3,2,176103570,BSO,17178293,01-01-2005,Zaltbommel,60
5301RT,3,2,192580553,KDV,17178293,01-01-2005,Zaltbommel,80
1066HP,3,1,123263232,KDV,34236949,26-10-2012,Amsterdam,16
1066HP,3,1,172532875,VGO,,15-04-2016,Amsterdam,6
1066HP,3,1,940403134,BSO,34236949,01-01-2010,Amsterdam,34
6438GG,3,2,123400363,BSO,41208044,01-01-2010,Oirsbeek,66
6438GG,3,2,628114357,KDV,41208044,01-01-2010,Oirsbeek,56
6438GG,3,2,879844759,KDV,14066305,15-04-2014,Oirsbeek,16
3052BT,3,3,123655729,KDV,41135920,01-01-2010,Rotterdam,89
3052BT,3,3,162498652,KDV,24384799,03-04-2018,Rotterdam,16
3052BT,3,3,186355695,BSO,27181700,01-01-2010,Rotterdam,44
4706LK,3,2,123718703,KDV,22049355,11-04-2019,Roosendaal,48
4706LK,3,2,186550558,BSO,22049355,11-04-2019,Roosendaal,40
4706LK,3,2,451750548,BSO,74929003,28-08-2023,Roosendaal,70
6543RN,3,2,124087681,KDV,09166969,11-06-2013,Nijmegen,16
6543RN,3,2,199892763,KDV,52641341,14-12-2015,Nijmegen,32
6543RN,3,2,582968860,BSO,52641341,25-04-2014,Nijmegen,20
2251DM,3,2,124295137,KDV,28099826,17-11-2016,Voorschoten,16
2251DM,3,2,134551436,BSO,28101864,01-01-2010,Voorschoten,100
2251DM,3,2,992726451,VGO,,18-11-2025,Voorschoten,6
9351XZ,3,2,124620851,BSO,80798977,06-06-2017,Leek,63
9351XZ,3,2,175858548,KDV,41012651,17-07-2008,Leek,56
9351XZ,3,2,480781151,BSO,41012651,19-08-2008,Leek,130
2134DL,3,2,124714146,BSO,68155042,25-08-2025,Hoofddorp,60
2134DL,3,2,217293050,BSO,41223014,01-01-2010,Hoofddorp,110
2134DL,3,2,289366975,KDV,41223014,01-01-2010,Hoofddorp,132
6836GA,3,3,124768416,KDV,09151688,01-06-2014,Arnhem,16
6836GA,3,3,141988678,BSO,50442090,01-01-2016,Arnhem,30
6836GA,3,3,314702714,BSO,30225440,15-03-2017,Arnhem,22
8103HX,3,1,124862986,KDV,41244914,01-01-2010,Raalte,46
8103HX,3,1,138605555,BSO,41244914,01-09-2024,Raalte,22
8103HX,3,1,155065944,BSO,41244914,01-01-2010,Raalte,39
1566KA,3,2,124880459,BSO,34327012,01-01-2010,Assendelft,70
1566KA,3,2,154352780,KDV,34327012,01-01-2010,Assendelft,64
1566KA,3,2,336120692,BSO,77883594,04-07-2023,Assendelft,10
7242KH,3,1,125019403,VGO,,29-09-2010,Lochem,6
7242KH,3,1,599466819,BSO,41040789,26-08-2013,Lochem,60
7242KH,3,1,778285200,KDV,41040789,26-08-2013,Lochem,32
3761AN,3,2,125109088,KDV,41188302,17-11-2015,Soest,32
3761AN,3,2,228214270,BSO,55449808,24-03-2009,Soest,86
3761AN,3,2,888369177,KDV,55449808,02-08-2005,Soest,65
6191LC,3,1,125131094,KDV,14066305,01-01-2017,Beek,16
6191LC,3,1,185275904,BSO,14066305,01-01-2005,Beek,60
6191LC,3,1,871660878,KDV,14066305,01-01-2005,Beek,48
3825KL,3,2,125158014,KDV,41189982,20-03-2020,Amersfoort,14
3825KL,3,2,244977471,BSO,54939747,02-09-2013,Amersfoort,54
3825KL,3,2,656423298,BSO,41189982,20-02-2020,Amersfoort,22
6581HN,3,3,125536793,BSO,09166969,22-08-2011,Malden,34
6581HN,3,3,191594519,GOB,50798588,01-01-2010,Malden,
6581HN,3,3,257245698,KDV,17201935,19-08-2024,Malden,27
4837EH,3,1,125551010,BSO,63564130,18-01-2023,Breda,33
4837EH,3,1,303078923,BSO,63564130,11-05-2020,Breda,8
4837EH,3,1,618776369,KDV,63564130,11-05-2020,Breda,67
6418HV,3,2,125555209,KDV,14075465,16-08-2024,Heerlen,32
6418HV,3,2,313703437,KDV,41208044,19-08-2024,Heerlen,42
6418HV,3,2,729675269,BSO,41208044,05-08-2024,Heerlen,66
8253EA,3,1,125591408,KDV,39071570,01-08-2025,Dronten,48
8253EA,3,1,158556197,BSO,39071570,01-08-2025,Dronten,90
8253EA,3,1,242603841,BSO,39071570,13-06-2022,Dronten,66
2921XH,3,1,125804647,BSO,60839066,18-12-2025,Krimpen aan den IJssel,20
2921XH,3,1,673067129,BSO,60839066,01-08-2015,Krimpen aan den IJssel,20
2921XH,3,1,778160464,KDV,60839066,18-12-2025,Krimpen aan den IJssel,15
2285SP,3,2,125809712,KDV,30225440,01-09-2008,Rijswijk,36
2285SP,3,2,194179746,BSO,41156673,01-01-2008,Rijswijk,50
2285SP,3,2,360515447,BSO,41156673,09-05-2012,Rijswijk,40
3068GN,3,2,125811408,BSO,77496825,12-08-2022,Rotterdam,42
3068GN,3,2,132347246,VGO,,12-10-2010,Rotterdam,6
3068GN,3,2,339814020,KDV,41126911,01-05-2023,Rotterdam,30
2132CR,3,1,125879957,BSO,34154944,01-01-2010,Hoofddorp,117
2132CR,3,1,293797559,BSO,34154944,25-07-2011,Hoofddorp,120
2132CR,3,1,822467926,KDV,34154944,01-01-2010,Hoofddorp,92
2553EC,3,1,126013226,KDV,83234659,01-06-2021,'s-Gravenhage,16
2553EC,3,1,265869523,BSO,83234659,01-06-2021,'s-Gravenhage,38
2553EC,3,1,737056551,BSO,83234659,09-12-2025,'s-Gravenhage,20
7419CC,3,2,126679708,KDV,08141555,17-08-2011,Deventer,16
7419CC,3,2,147150449,KDV,64967565,01-01-2010,Deventer,12
7419CC,3,2,259769757,BSO,08141555,01-01-2010,Deventer,27
5912PB,3,1,126703085,BSO,68906781,18-09-2015,Venlo,60
5912PB,3,1,219339545,VGO,,26-07-2011,Venlo,6
5912PB,3,1,273018516,KDV,68906781,04-08-2017,Venlo,80
2719LC,3,1,126825932,BSO,41135920,30-06-2014,Zoetermeer,46
2719LC,3,1,155189475,KDV,41135920,19-08-2022,Zoetermeer,16
2719LC,3,1,175247304,KDV,41135920,01-01-2010,Zoetermeer,58
4651LB,3,2,126872375,KDV,41105401,15-07-2015,Steenbergen,24
4651LB,3,2,133501152,KDV,57805172,22-07-2025,Steenbergen,44
4651LB,3,2,864143576,BSO,57805172,10-03-2009,Steenbergen,60
2681AP,3,2,126924715,KDV,58997024,27-06-2016,Monster,16
2681AP,3,2,226516453,KDV,27242273,01-09-2016,Monster,32
2681AP,3,2,264012975,BSO,27242273,01-09-2016,Monster,40
3704KC,3,3,126943795,BSO,30182723,02-09-2009,Zeist,54
3704KC,3,3,314028791,KDV,30216524,22-08-2022,Zeist,16
3704KC,3,3,340140975,BSO,91374022,01-09-2025,Zeist,30
5854ES,3,2,126996386,BSO,41062125,23-12-2010,Bergen L,65
5854ES,3,2,144636451,KDV,41062125,01-01-2010,Bergen L,28
5854ES,3,2,206396508,KDV,80617816,01-01-2011,Bergen L,32
2023KW,3,1,127069719,KDV,41225313,01-01-2010,Haarlem,62
2023KW,3,1,230943883,BSO,41225313,01-01-2010,Haarlem,30
2023KW,3,1,235074378,BSO,41225313,01-01-2010,Haarlem,73
1509AS,3,2,127114828,BSO,97768057,20-10-2025,Zaandam,21
1509AS,3,2,140380115,BSO,65732510,10-01-2022,Zaandam,55
1509AS,3,2,372121962,KDV,97768057,20-10-2025,Zaandam,64
4007HD,3,2,127352211,KDV,11063333,01-03-2015,Tiel,16
4007HD,3,2,321731505,BSO,11063331,01-01-2005,Tiel,41
4007HD,3,2,989257253,KDV,11063331,14-12-2020,Tiel,16
3012XK,3,2,127706896,BSO,24416342,27-08-2018,Rotterdam,96
3012XK,3,2,245292470,KDV,87967022,01-03-2016,Rotterdam,15
3012XK,3,2,335286070,KDV,24416342,01-01-2010,Rotterdam,46
9285ND,3,2,127911029,KDV,61462276,20-03-2014,Buitenpost,32
9285ND,3,2,135454190,BSO,01118688,01-01-1998,Buitenpost,60
9285ND,3,2,236199523,KDV,01118688,01-01-1994,Buitenpost,44
2912VK,3,2,128019189,BSO,60690062,01-09-2008,Nieuwerkerk aan den IJssel,63
2912VK,3,2,274299367,BSO,24323221,18-02-2025,Nieuwerkerk aan den IJssel,10
2912VK,3,2,912033307,KDV,24323221,02-12-2024,Nieuwerkerk aan den IJssel,16
6663AA,3,2,128110776,KDV,76655601,23-08-2021,Lent,51
6663AA,3,2,225323229,BSO,76655601,23-08-2021,Lent,23
6663AA,3,2,283816442,GOB,09174052,01-01-2010,Lent,
2731HJ,3,1,128274104,KDV,41166169,08-07-2024,Benthuizen,32
2731HJ,3,1,874317848,BSO,41166169,08-07-2024,Benthuizen,64
2731HJ,3,1,932435531,KDV,41166169,08-07-2024,Benthuizen,16
2941XH,3,2,128305058,KDV,77000633,28-03-2013,Lekkerkerk,16
2941XH,3,2,137259542,KDV,41173626,01-01-2010,Lekkerkerk,32
2941XH,3,2,370551357,BSO,41173626,01-01-2010,Lekkerkerk,20
5152JB,3,1,128311009,VGO,,11-10-2010,Drunen,6
5152JB,3,1,170044336,BSO,41083965,01-01-2010,Drunen,60
5152JB,3,1,745021001,KDV,41083965,26-08-2014,Drunen,16
1071AA,3,2,128568732,BSO,30278497,20-06-2013,Amsterdam,39
1071AA,3,2,155847934,BSO,41207490,01-01-2010,Amsterdam,44
1071AA,3,2,901104991,KDV,30278497,28-08-2014,Amsterdam,16
