budget_name,regeling,instrument,year,amount_k,baseline_k,deviation_pct,deviation_direction,n_years
"Onderwijs, Cultuur en Wetenschap",Nationaal Archief (NA)-programma,Bijdrage aan agentschappen,2021,500,14355,-96.5,under,6
Economische Zaken en Klimaat,INTERREG Incidentele Subsidies,Subsidies (regelingen),2022,45,1214,-96.3,under,6
Financiën,Bijdrage FEC,Bijdrage aan ZBOs en RWTs,2022,4511,2301,96.1,over,6
Buitenlandse Zaken,Mensenrechtenfonds Kleine Activiteiten 2014,Subsidies (regelingen),2019,97,2452,-96.0,under,4
Gemeentefonds,Integratie-uitkering Participatie,Bijdrage aan medeoverheden,2023,3867938,1973932,96.0,over,4
"Onderwijs, Cultuur en Wetenschap",EMBC,Bijdrage aan (inter-)nationale organisaties,2023,2482,1267,95.9,over,8
Binnenlandse Zaken en Koninkrijksrelaties,RDW,Bijdrage aan ZBOs en RWTs,2023,530,12565,-95.8,under,7
Koninkrijksrelaties,Overige bijstand aan de landen,Bijdrage aan medeoverheden,2024,498,10864,-95.4,under,6
Binnenlandse Zaken en Koninkrijksrelaties,Gemeenten,Bijdrage aan medeoverheden,2022,150,3100,-95.2,under,6
Buitenlandse Zaken,Mensenrechtenfonds Kleine Activiteiten 2014,Subsidies (regelingen),2020,82,1667,-95.1,under,4
Economische Zaken en Klimaat,IP en Valorisatie Oncode,Leningen,2023,3600,1846,95.0,over,5
Gemeentefonds,Algemene uitkering,Bijdrage aan medeoverheden,2022,33721223,17311289,94.8,over,8
"Onderwijs, Cultuur en Wetenschap",Nuffic,Subsidies (regelingen),2024,287,5244,-94.5,under,4
BES-fonds,Vrije uitkering,Bijdrage aan medeoverheden,2023,934,17101,-94.5,under,7
Binnenlandse Zaken en Koninkrijksrelaties,CBS,Bijdrage aan ZBOs en RWTs,2021,63,1104,-94.3,under,6
Infrastructuur en Waterstaat,Incidenteel,Subsidies (regelingen),2022,14947,220256,-93.2,under,6
Financiën,Bijdrage Logius,Bijdrage aan agentschappen,2023,3334,48150,-93.1,under,6
Defensiematerieelbegrotingsfonds,Kennisgebruik,Bekostiging,2024,554,7923,-93.0,under,4
Economische Zaken en Klimaat,Green Deals,Subsidies (regelingen),2020,141,1990,-92.9,under,4
"Onderwijs, Cultuur en Wetenschap",Nederlands onderwijs buitenland,Subsidies (regelingen),2023,23396,12132,92.8,over,6
Binnenlandse Zaken en Koninkrijksrelaties,Diverse subsidies,Subsidies (regelingen),2022,2069,28475,-92.7,under,6
Financiën,Overige internationale organisaties,Bijdrage aan (inter-)nationale organisaties,2021,289,3961,-92.7,under,5
"Landbouw, Natuur en Voedselkwaliteit",Energie-efficiëntie Glastuinbouw,Subsidies (regelingen),2024,1283,17042,-92.5,under,6
Justitie en Veiligheid,DJI - jeugd,Bijdrage aan agentschappen,2024,233925,121491,92.5,over,6
Infrastructuur en Waterstaat,Incidenteel,Subsidies (regelingen),2021,16645,218623,-92.4,under,6
Economische Zaken en Klimaat,MKB Idee,Subsidies (regelingen),2024,298,3946,-92.4,under,6
Justitie en Veiligheid,Regionale Informatie en Expertise Centra,Bijdrage aan medeoverheden,2024,551,7171,-92.3,under,6
Justitie en Veiligheid,Brede Doeluitkering Rampenbestrijding,Bijdrage aan medeoverheden,2021,176494,92020,91.8,over,6
Buitenlandse Zaken,Mensenrechten multilateraal,Bijdrage aan (inter-)nationale organisaties,2023,21620,11278,91.7,over,4
Economische Zaken en Klimaat,MKB Innovatiestimulering Topsectoren,Subsidies (regelingen),2023,250,2875,-91.3,under,5
"Onderwijs, Cultuur en Wetenschap",Dotatie/onttrekking Algemene Mediareserve,Bekostiging,2023,76338,39981,90.9,over,8
Economische Zaken en Klimaat,MKB Innovatiestimulering Topsectoren,Subsidies (regelingen),2022,572,6187,-90.8,under,5
"Landbouw, Natuur en Voedselkwaliteit",Energie-efficiëntie Glastuinbouw,Subsidies (regelingen),2021,17265,9056,90.7,over,6
"Landbouw, Natuur en Voedselkwaliteit",Innovatie en Prestatie Contracten voor Duurzame Vi,Subsidies (regelingen),2023,126,1354,-90.7,under,6
"Onderwijs, Cultuur en Wetenschap",Creatieve Industrie,Subsidies (regelingen),2023,3748,1973,90.0,over,8
Economische Zaken en Klimaat,MJA FAC. EZ PROFIT,Subsidies (regelingen),2024,154,1492,-89.7,under,6
Binnenlandse Zaken en Koninkrijksrelaties,Diverse subsidies,Subsidies (regelingen),2021,3042,29194,-89.6,under,6
Binnenlandse Zaken en Koninkrijksrelaties,SAH,Subsidies (regelingen),2022,3773,35790,-89.5,under,4
"Landbouw, Natuur en Voedselkwaliteit",Subsidieregeling sanering Varkenshouderijen,Subsidies (regelingen),2023,9166,86916,-89.5,under,5
Infrastructuur en Waterstaat,Subsidieregeling Demonstratie Klimaattechnologieën en – innovaties in transport,Subsidies (regelingen),2022,29727,15685,89.5,over,6
Binnenlandse Zaken en Koninkrijksrelaties,RvIG,Bijdrage aan agentschappen,2023,109908,58074,89.3,over,7
Binnenlandse Zaken en Koninkrijksrelaties,Overheidsdienstverlening,Subsidies (regelingen),2022,7465,3942,89.3,over,4
Koninkrijksrelaties,Versterken bestuurs- en uitvoeringskracht,Bijdrage aan medeoverheden,2022,11447,6051,89.2,over,4
Justitie en Veiligheid,REAN-regeling,Subsidies (regelingen),2024,6545,3464,88.9,over,6
Economische Zaken en Klimaat,Verduurzaming industrie,Subsidies (regelingen),2020,518,4542,-88.6,under,4
"Onderwijs, Cultuur en Wetenschap",Bekostiging flexibel ho voor volwassenen,Bekostiging,2023,3326,1774,87.5,over,8
Justitie en Veiligheid,CJIB,Bijdrage aan agentschappen,2022,166967,89029,87.5,over,6
"Onderwijs, Cultuur en Wetenschap",Gender- en LHTBI Gelijkheid,Subsidies (regelingen),2021,4619,2466,87.3,over,6
Binnenlandse Zaken en Koninkrijksrelaties,Diverse subsidies,Subsidies (regelingen),2023,3620,28365,-87.2,under,6
Infrastructuur en Waterstaat,Subsidieregeling waterveiligheid en waterzekerheid stedelijke delta's,Subsidies (regelingen),2021,380,2817,-86.5,under,5
Justitie en Veiligheid,Autoriteit Persoonsgegevens,Bijdrage aan ZBOs en RWTs,2022,29020,15583,86.2,over,6
Binnenlandse Zaken en Koninkrijksrelaties,Woningmarkt,Subsidies (regelingen),2022,12789,6888,85.7,over,5
Koninkrijksrelaties,Overige bijstand aan de landen,Bijdrage aan medeoverheden,2022,12441,6722,85.1,over,6
Financiën,Kamer van Koophandel,Bijdrage aan ZBOs en RWTs,2022,211,1381,-84.7,under,6
Koninkrijksrelaties,Schuldsanering,Leningen,2019,28517,179706,-84.1,under,6
Justitie en Veiligheid,Onderzoeksraad voor Veiligheid,Bijdrage aan ZBOs en RWTs,2022,17460,9510,83.6,over,6
Binnenlandse Zaken en Koninkrijksrelaties,KvK,Bijdrage aan ZBOs en RWTs,2023,956,5800,-83.5,under,6
Binnenlandse Zaken en Koninkrijksrelaties,Werkgeversbeleid,Bijdrage aan ZBOs en RWTs,2023,3252,1774,83.3,over,5
"Onderwijs, Cultuur en Wetenschap",ESO,Bijdrage aan (inter-)nationale organisaties,2022,16695,9109,83.3,over,8
Defensie,Bijdrage aan internationale samenwerking,Bijdrage aan (inter-)nationale organisaties,2024,1860,11101,-83.2,under,4
"Onderwijs, Cultuur en Wetenschap",ESO,Bijdrage aan (inter-)nationale organisaties,2023,21608,11799,83.1,over,8
"Onderwijs, Cultuur en Wetenschap",Museale instellingen met een wettelijke taak,Bekostiging,2023,498988,273336,82.6,over,4
Buitenlandse Zaken,OESO,Bijdrage aan (inter-)nationale organisaties,2024,2513,14294,-82.4,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Woningmarkt,Bijdrage aan ZBOs en RWTs,2021,2790,1532,82.1,over,5
"Landbouw, Natuur en Voedselkwaliteit",Subsidiemodule agrarische bedrijfsadvisering en educatie,Subsidies (regelingen),2024,2157,11742,-81.6,under,4
Infrastructuur en Waterstaat,Subsidieregeling versterking omgevingsveiligheid BRZO-sector,Subsidies (regelingen),2021,2367,1304,81.5,over,5
Binnenlandse Zaken en Koninkrijksrelaties,Warmtefonds,Subsidies (regelingen),2022,85600,47200,81.4,over,4
Sociale Zaken en Werkgelegenheid,COA,Bijdrage aan ZBOs en RWTs,2022,30956,17067,81.4,over,8
"Landbouw, Natuur en Voedselkwaliteit",Jong Leren Eten-Duurzaam Door2,Subsidies (regelingen),2022,684,3607,-81.0,under,6
"Landbouw, Natuur en Voedselkwaliteit",RLS Garantstelling Landbouw,Garanties,2024,210,1070,-80.4,under,5
Binnenlandse Zaken en Koninkrijksrelaties,Eenvoudig Beter,Subsidies (regelingen),2022,1879,9548,-80.3,under,6
Infrastructuur en Waterstaat,Subsidieregeling waterveiligheid en waterzekerheid stedelijke delta's,Subsidies (regelingen),2022,379,1898,-80.0,under,5
"Onderwijs, Cultuur en Wetenschap",Leven Lang Ontwikkelen,Subsidies (regelingen),2022,6103,3396,79.7,over,5
"Onderwijs, Cultuur en Wetenschap",Nationaal Agentschap Erasmus+ Onderwijs & Training,Bijdrage aan (inter-)nationale organisaties,2020,3154,1758,79.4,over,8
Binnenlandse Zaken en Koninkrijksrelaties,Energiebesparing Koopsector,Subsidies (regelingen),2022,6950,32488,-78.6,under,6
Economische Zaken en Klimaat,Innovatiekrediet,Leningen,2023,87178,48812,78.6,over,6
Sociale Zaken en Werkgelegenheid,COA,Bijdrage aan ZBOs en RWTs,2019,10755,49142,-78.1,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Gebiedsontwikkeling,Bijdrage aan medeoverheden,2022,1143,5186,-78.0,under,5
Binnenlandse Zaken en Koninkrijksrelaties,Eenvoudig Beter,Subsidies (regelingen),2023,2078,9385,-77.9,under,6
Koninkrijksrelaties,Schuldsanering,Leningen,2020,28517,129310,-77.9,under,6
"Landbouw, Natuur en Voedselkwaliteit",Subsidiemodule brongerichte Verduurzaming,Subsidies (regelingen),2022,9978,5614,77.7,over,5
Infrastructuur en Waterstaat,Tijdelijke subsidieregeling Milieu Centraal 2018–2021,Subsidies (regelingen),2022,399,1782,-77.6,under,5
Buitenlandse Zaken,Invoerrechten,Bijdrage aan (inter-)nationale organisaties,2021,3891582,2190644,77.6,over,5
Binnenlandse Zaken en Koninkrijksrelaties,Gemeenten,Bijdrage aan medeoverheden,2021,709,3119,-77.3,under,6
Economische Zaken en Klimaat,Co-FIN ERA-NET Energiecall,Subsidies (regelingen),2022,2569,1452,76.9,over,6
Binnenlandse Zaken en Koninkrijksrelaties,Woningbouwimpuls,Bijdrage aan medeoverheden,2022,92517,397330,-76.7,under,4
Buitenlandse Zaken,Cyber security,Bijdrage aan (inter-)nationale organisaties,2024,3900,2209,76.5,over,7
Economische Zaken en Klimaat,Flankerend Beleid SDE+ (voorheen ISDE-Basis),Subsidies (regelingen),2024,75093,42593,76.3,over,5
"Landbouw, Natuur en Voedselkwaliteit",Energie-efficiëntie Glastuinbouw,Subsidies (regelingen),2022,20769,11792,76.1,over,6
"Onderwijs, Cultuur en Wetenschap",Nederlandse Taalunie,Bijdrage aan (inter-)nationale organisaties,2021,7323,4160,76.0,over,8
"Landbouw, Natuur en Voedselkwaliteit",Jong Leren Eten-Duurzaam Door2,Subsidies (regelingen),2024,440,1814,-75.7,under,6
"Onderwijs, Cultuur en Wetenschap",Dotatie/onttrekking Algemene Mediareserve,Bekostiging,2021,48996,27903,75.6,over,8
Koninkrijksrelaties,Diverse subsidies,Subsidies (regelingen),2024,1006,4104,-75.5,under,6
"Onderwijs, Cultuur en Wetenschap",Tegemoetkoming kosten opleidingsscholen,Bekostiging,2019,4000,15585,-74.3,under,7
"Onderwijs, Cultuur en Wetenschap",Leven lang leren krediet NR,Leningen,2023,42150,24236,73.9,over,4
Buitenlandse Zaken,Internationaal recht,Bijdrage aan (inter-)nationale organisaties,2024,2737,10385,-73.6,under,8
"Onderwijs, Cultuur en Wetenschap",Investeringsbudget,Bekostiging,2020,440031,253665,73.5,over,8
"Landbouw, Natuur en Voedselkwaliteit",Innovatie en Prestatie Contracten voor Duurzame Vi,Subsidies (regelingen),2024,277,1046,-73.5,under,6
Binnenlandse Zaken en Koninkrijksrelaties,RvIG,Bijdrage aan agentschappen,2020,52497,30288,73.3,over,7
"Onderwijs, Cultuur en Wetenschap",Caribisch Nederland,Bijdrage aan medeoverheden,2020,6871,3974,72.9,over,8
"Onderwijs, Cultuur en Wetenschap",Specifiek cultuurbeleid,Subsidies (regelingen),2024,51537,186821,-72.4,under,8
Justitie en Veiligheid,Halt,Bijdrage aan ZBOs en RWTs,2024,13608,7906,72.1,over,6
"Onderwijs, Cultuur en Wetenschap",Nuffic,Subsidies (regelingen),2023,1976,6878,-71.3,under,4
Economische Zaken en Klimaat,Bijdrage Metrologie,Bijdrage aan ZBOs en RWTs,2022,11524,6733,71.1,over,6
Sociale Zaken en Werkgelegenheid,DUO,Bijdrage aan agentschappen,2022,31708,18575,70.7,over,8
Economische Zaken en Klimaat,Uitkering aankoop woningen onder hoogspanningsverb,Bijdrage aan medeoverheden,2022,2455,8329,-70.5,under,6
"Onderwijs, Cultuur en Wetenschap",Flankerend beleid huisvesting,Bekostiging,2019,5024,17006,-70.5,under,7
"Onderwijs, Cultuur en Wetenschap",Filmfonds van de omroep en Telefilm (COBO),Bekostiging,2022,2524,8535,-70.4,under,8
Justitie en Veiligheid,Politie,Bijdrage aan ZBOs en RWTs,2022,7088433,4159542,70.4,over,6
"Onderwijs, Cultuur en Wetenschap",Vierjaarlijkse fondsen,Bekostiging,2023,552570,325092,70.0,over,8
Economische Zaken en Klimaat,Bijdrage aan NWO-TTW,Bijdrage aan ZBOs en RWTs,2024,23983,14123,69.8,over,6
"Onderwijs, Cultuur en Wetenschap",Actieplan Laaggeletterdheid/Tel mee met taal,Subsidies (regelingen),2023,27794,16383,69.7,over,6
"Onderwijs, Cultuur en Wetenschap",Vierjaarlijkse fondsen,Bekostiging,2020,312647,184320,69.6,over,8
Binnenlandse Zaken en Koninkrijksrelaties,Woningmarkt,Bijdrage aan ZBOs en RWTs,2022,3311,1952,69.6,over,5
Justitie en Veiligheid,Bureau Financieel Toezicht,Bijdrage aan ZBOs en RWTs,2022,8534,5034,69.5,over,6
Economische Zaken en Klimaat,MKB-innovatiestimulering topsectoren,Subsidies (regelingen),2024,380,1235,-69.2,under,5
Economische Zaken en Klimaat,Regeling subsidie financiering vaste lasten MKB COVID-19,Subsidies (regelingen),2023,472530,1529513,-69.1,under,5
"Onderwijs, Cultuur en Wetenschap",NWO NWA,Bekostiging,2020,150280,89000,68.9,over,7
Binnenlandse Zaken en Koninkrijksrelaties,RvIG,Bijdrage aan agentschappen,2021,58382,34626,68.6,over,7
"Onderwijs, Cultuur en Wetenschap",Dotatie/onttrekking Algemene Mediareserve,Bekostiging,2020,29942,17768,68.5,over,8
"Onderwijs, Cultuur en Wetenschap",Overig bekostiging Primair Onderwijs,Bekostiging,2019,25093,14934,68.0,over,7
"Onderwijs, Cultuur en Wetenschap",Open en online onderwijs,Subsidies (regelingen),2024,480,1494,-67.9,under,8
Economische Zaken en Klimaat,EUROSTARS,Subsidies (regelingen),2022,18928,11277,67.8,over,6
"Onderwijs, Cultuur en Wetenschap",Filmfonds van de omroep en Telefilm (COBO),Bekostiging,2023,11044,6598,67.4,over,8
Sociale Zaken en Werkgelegenheid,COA,Bijdrage aan ZBOs en RWTs,2021,26231,15728,66.8,over,8
Economische Zaken en Klimaat,Invest-NL,Subsidies (regelingen),2024,5623,16917,-66.8,under,6
"Onderwijs, Cultuur en Wetenschap",Stichting Vervangingsfonds en Participatiefonds,Bijdrage aan ZBOs en RWTs,2023,22402,13482,66.2,over,8
"Onderwijs, Cultuur en Wetenschap",Vierjaarlijkse instellingen,Bekostiging,2023,484082,291236,66.2,over,7
Economische Zaken en Klimaat,Tijdelijke Regeling Subsidie Evenementen Covid-19,Subsidies (regelingen),2023,26288,77573,-66.1,under,4
"Onderwijs, Cultuur en Wetenschap",Aanvullende beurs prestatiebeurs (NR),Leningen,2024,244247,147148,66.0,over,4
Economische Zaken en Klimaat,Uitkering aankoop woningen onder hoogspanningsverb,Bijdrage aan medeoverheden,2024,930,2656,-65.0,under,6
"Onderwijs, Cultuur en Wetenschap",Stichting EP-Nuffic,Bijdrage aan (inter-)nationale organisaties,2019,3858,11024,-65.0,under,4
"Onderwijs, Cultuur en Wetenschap",Bekostiging flexibel ho voor volwassenen,Bekostiging,2020,2550,7287,-65.0,under,8
Sociale Zaken en Werkgelegenheid,Landelijke Clientenraad,Bijdrage aan (inter-)nationale organisaties,2024,1787,1086,64.5,over,7
"Onderwijs, Cultuur en Wetenschap",Stichting EP-Nuffic,Bijdrage aan (inter-)nationale organisaties,2020,3103,8635,-64.1,under,4
Binnenlandse Zaken en Koninkrijksrelaties,RDW,Bijdrage aan ZBOs en RWTs,2022,13659,8334,63.9,over,7
Justitie en Veiligheid,Leger des Heils,Bijdrage aan ZBOs en RWTs,2022,25258,15411,63.9,over,6
Infrastructuur en Waterstaat,Tijdelijke subsidieregeling Milieu Centraal 2018–2021,Subsidies (regelingen),2020,1860,1136,63.7,over,5
Binnenlandse Zaken en Koninkrijksrelaties,RWS,Bijdrage aan agentschappen,2021,908,2483,-63.4,under,6
"Onderwijs, Cultuur en Wetenschap",Monumentenzorg,Bekostiging,2023,293094,179674,63.1,over,7
"Landbouw, Natuur en Voedselkwaliteit",Jong Leren Eten-Duurzaam Door2,Subsidies (regelingen),2023,1174,3162,-62.9,under,6
Infrastructuur en Waterstaat,Subsidieregeling versterking omgevingsveiligheid BRZO-sector,Subsidies (regelingen),2020,1755,1079,62.7,over,5
Koninkrijksrelaties,Schuldsanering,Leningen,2021,28517,76489,-62.7,under,6
"Onderwijs, Cultuur en Wetenschap",Pilots zomerscholen,Subsidies (regelingen),2022,2549,6628,-61.5,under,5
Buitenlandse Zaken,Contra-terrorisme,Bijdrage aan (inter-)nationale organisaties,2023,3926,2433,61.4,over,8
Buitenlandse Zaken,Cyber security,Bijdrage aan (inter-)nationale organisaties,2023,2318,1437,61.3,over,7
Sociale Zaken en Werkgelegenheid,COA,Bijdrage aan ZBOs en RWTs,2020,14216,36347,-60.9,under,8
"Onderwijs, Cultuur en Wetenschap",Gender- en LHTBI Gelijkheid,Bekostiging,2019,8449,5250,60.9,over,8
Justitie en Veiligheid,Reclassering Nederland,Bijdrage aan ZBOs en RWTs,2022,167668,104192,60.9,over,6
"Onderwijs, Cultuur en Wetenschap",Onderwijscoöperatie,Subsidies (regelingen),2019,739,1884,-60.8,under,5
Justitie en Veiligheid,Politieacademie,Bijdrage aan ZBOs en RWTs,2022,3211,2000,60.5,over,6
Infrastructuur en Waterstaat,Begroting,Subsidies (regelingen),2021,5348,13509,-60.4,under,6
Justitie en Veiligheid,Stichting Verslavingsreclassering GGZ,Bijdrage aan ZBOs en RWTs,2022,82270,51378,60.1,over,6
"Onderwijs, Cultuur en Wetenschap",UWV,Bijdrage aan ZBOs en RWTs,2022,2579,1620,59.2,over,8
"Onderwijs, Cultuur en Wetenschap",Convenanten met RMC-regio's,Bekostiging,2022,8872,5609,58.2,over,8
"Onderwijs, Cultuur en Wetenschap",Rentedragende lening (NR),Leningen,2024,1239412,2958720,-58.1,under,8
"Onderwijs, Cultuur en Wetenschap",Reisvoorziening (NR),Leningen,2024,120166,283693,-57.6,under,4
Infrastructuur en Waterstaat,Wet Personenvervoer 2000,Subsidies (regelingen),2020,1440,3380,-57.4,under,6
Defensiematerieelbegrotingsfonds,Kort Cyclische Innovatie,Bekostiging,2024,15435,9821,57.2,over,4
Economische Zaken en Klimaat,Besluit Borgstelling MKB,Garanties,2023,27518,17528,57.0,over,4
Economische Zaken en Klimaat,INTERNATIONAAL_INNOVEREN,Bijdrage aan (inter-)nationale organisaties,2022,38247,24378,56.9,over,6
Gemeentefonds,Algemene uitkering,Bijdrage aan medeoverheden,2019,25116832,16025164,56.7,over,8
"Onderwijs, Cultuur en Wetenschap",Vierjaarlijkse fondsen,Bekostiging,2021,364048,233071,56.2,over,8
"Landbouw, Natuur en Voedselkwaliteit",Subsidieregeling sanering Varkenshouderijen,Subsidies (regelingen),2022,47026,106860,-56.0,under,5
Koninkrijksrelaties,Grensbewaking (Defensie),Bijdrage aan (andere) begrotingshoofdstukken,2020,6339,4067,55.9,over,8
"Landbouw, Natuur en Voedselkwaliteit",Regeling Versneld Natuurherstel,Subsidies (regelingen),2024,7977,18022,-55.7,under,4
"Onderwijs, Cultuur en Wetenschap",NWO: Praktijkgericht onderzoek hbo,Bijdrage aan ZBOs en RWTs,2019,60813,39144,55.4,over,5
Buitenlandse Zaken,Programma Ondersteuning Buitenlands Beleid,Bijdrage aan (inter-)nationale organisaties,2024,1489,3328,-55.3,under,4
Binnenlandse Zaken en Koninkrijksrelaties,Werkgeversbeleid,Bijdrage aan agentschappen,2022,3204,2063,55.3,over,5
"Onderwijs, Cultuur en Wetenschap",NBC/Nationaal Herbarium,Subsidies (regelingen),2024,15203,9801,55.1,over,6
Binnenlandse Zaken en Koninkrijksrelaties,Bestuur en regio,Subsidies (regelingen),2021,2694,1736,55.1,over,5
Binnenlandse Zaken en Koninkrijksrelaties,ICTU,Bijdrage aan ZBOs en RWTs,2022,22519,14558,54.7,over,6
"Onderwijs, Cultuur en Wetenschap",Aanvullende regeling strategisch personeelsbeleid,Bekostiging,2024,126800,279496,-54.6,under,4
Binnenlandse Zaken en Koninkrijksrelaties,UBR,Bijdrage aan agentschappen,2021,19673,12734,54.5,over,6
Binnenlandse Zaken en Koninkrijksrelaties,Geonovum,Bijdrage aan ZBOs en RWTs,2022,2089,4566,-54.2,under,6
Binnenlandse Zaken en Koninkrijksrelaties,Aan de Slag,Bijdrage aan agentschappen,2022,48654,31605,53.9,over,6
"Onderwijs, Cultuur en Wetenschap",Nationaal Archief (NA),Bijdrage aan agentschappen,2022,52229,33982,53.7,over,8
"Onderwijs, Cultuur en Wetenschap",Rentedragende lening (NR),Leningen,2022,2600352,1696927,53.2,over,8
Binnenlandse Zaken en Koninkrijksrelaties,Aan de Slag,Bijdrage aan agentschappen,2021,43389,28328,53.2,over,6
Financiën,Bijdrage Logius,Bijdrage aan agentschappen,2021,86271,56500,52.7,over,6
"Onderwijs, Cultuur en Wetenschap",Flexibel ho volwasse,Bekostiging,2021,3564,7472,-52.3,under,4
Financiën,Overige bijdrage ZBO's/RWT's,Bijdrage aan ZBOs en RWTs,2021,2281,4768,-52.2,under,6
Justitie en Veiligheid,Brede Doeluitkering Rampenbestrijding,Bijdrage aan medeoverheden,2022,182664,120178,52.0,over,6
Binnenlandse Zaken en Koninkrijksrelaties,Geonovum,Bijdrage aan ZBOs en RWTs,2023,5358,3531,51.7,over,6
"Onderwijs, Cultuur en Wetenschap",Subsidieregeling praktijkleren,Subsidies (regelingen),2023,528128,348663,51.5,over,8
Sociale Zaken en Werkgelegenheid,DUO,Leningen,2020,79266,162766,-51.3,under,7
Binnenlandse Zaken en Koninkrijksrelaties,Overlegstelsel,Subsidies (regelingen),2021,1187,2408,-50.7,under,5
"Onderwijs, Cultuur en Wetenschap",Dienst Uitvoering Onderwijs (DUO)-programma,Bijdrage aan agentschappen,2020,30469,61199,-50.2,under,4
Financiën,Overig,Bijdrage aan ZBOs en RWTs,2024,4950,3298,50.1,over,4
"Landbouw, Natuur en Voedselkwaliteit",Subsidiemodule brongerichte Verduurzaming,Subsidies (regelingen),2024,5975,11982,-50.1,under,5
Economische Zaken en Klimaat,Hernieuwbare Energie,Subsidies (regelingen),2024,7916,15774,-49.8,under,5
Koninkrijksrelaties,Bijdrage landen,Bijdrage aan medeoverheden,2020,3382,2266,49.2,over,8
"Onderwijs, Cultuur en Wetenschap",Rijksdienst voor Ondernemend Nederland-apparaat,Bijdrage aan agentschappen,2023,1928,1293,49.1,over,8
Economische Zaken en Klimaat,Stimuleringsregeling Duurzame Energieproductie,Subsidies (regelingen),2024,402606,784448,-48.7,under,5
"Onderwijs, Cultuur en Wetenschap",Flankerend beleid huisvesting,Bekostiging,2020,6700,13012,-48.5,under,7
"Onderwijs, Cultuur en Wetenschap",KB,Bekostiging,2021,50956,98940,-48.5,under,8
Justitie en Veiligheid,Onderzoeksraad voor Veiligheid,Bijdrage aan ZBOs en RWTs,2024,16315,11018,48.1,over,6
"Onderwijs, Cultuur en Wetenschap",Verbreden inzet cultuur,Subsidies (regelingen),2021,8145,15679,-48.1,under,6
"Onderwijs, Cultuur en Wetenschap",KB,Bekostiging,2024,144673,97826,47.9,over,8
"Onderwijs, Cultuur en Wetenschap",Lerarenbeurs,Subsidies (regelingen),2024,42555,81545,-47.8,under,6
"Onderwijs, Cultuur en Wetenschap",Nieuwe leerweg,Subsidies (regelingen),2023,12674,8594,47.5,over,5
"Onderwijs, Cultuur en Wetenschap",Nationaal Archief (NA),Bijdrage aan agentschappen,2021,42588,28932,47.2,over,8
"Onderwijs, Cultuur en Wetenschap",Bekostiging flexibel ho voor volwassenen,Bekostiging,2019,4582,8639,-47.0,under,8
"Onderwijs, Cultuur en Wetenschap",UWV,Bijdrage aan ZBOs en RWTs,2021,2060,1402,47.0,over,8
"Onderwijs, Cultuur en Wetenschap",Bekostiging flexibel ho voor volwassenen,Bekostiging,2024,1079,2033,-46.9,under,8
"Onderwijs, Cultuur en Wetenschap",Vierjaarlijkse instellingen,Bekostiging,2020,356635,242778,46.9,over,7
Sociale Zaken en Werkgelegenheid,DUO,Leningen,2021,70363,132286,-46.8,under,7
"Landbouw, Natuur en Voedselkwaliteit",Subsidieregeling sloop- en ombouwkosten pelsdierhouderij,Subsidies (regelingen),2024,4582,8579,-46.6,under,4
Binnenlandse Zaken en Koninkrijksrelaties,Werkgeversbeleid,Bijdrage aan agentschappen,2021,2614,1788,46.2,over,5
Buitenlandse Zaken,CTBTO,Bijdrage aan (inter-)nationale organisaties,2024,1821,3384,-46.2,under,8
"Onderwijs, Cultuur en Wetenschap",Open en online onderwijs,Subsidies (regelingen),2023,966,1787,-45.9,under,8
Binnenlandse Zaken en Koninkrijksrelaties,Logius,Bijdrage aan agentschappen,2019,52393,96728,-45.8,under,7
"Onderwijs, Cultuur en Wetenschap",Rentedragende lening (NR),Leningen,2021,2476627,1698111,45.8,over,8
"Onderwijs, Cultuur en Wetenschap",Subsidieregeling praktijkleren,Subsidies (regelingen),2021,306279,210349,45.6,over,8
"Onderwijs, Cultuur en Wetenschap",Loopbaanorientatie,Subsidies (regelingen),2021,1782,3256,-45.3,under,6
"Onderwijs, Cultuur en Wetenschap",Loopbaanorientatie,Subsidies (regelingen),2022,1522,2764,-44.9,under,6
"Onderwijs, Cultuur en Wetenschap",Caribisch Nederland,Bijdrage aan medeoverheden,2022,10658,7369,44.6,over,8
Economische Zaken en Klimaat,Uitkering aankoop woningen onder hoogspanningsverb,Bijdrage aan medeoverheden,2023,5512,3814,44.5,over,6
Binnenlandse Zaken en Koninkrijksrelaties,RVB,Bijdrage aan agentschappen,2021,22688,15705,44.5,over,6
Infrastructuur en Waterstaat,Tijdelijke subsidieregeling Milieu Centraal 2018–2021,Subsidies (regelingen),2021,1987,1377,44.3,over,5
Economische Zaken en Klimaat,MKB werkplaatsen,Subsidies (regelingen),2024,687,1231,-44.2,under,5
"Onderwijs, Cultuur en Wetenschap","Stichting Kennisnet (basissubsidie) po, vo, mbo",Subsidies (regelingen),2024,21046,37568,-44.0,under,6
"Onderwijs, Cultuur en Wetenschap",Gender- en LHTBI Gelijkheid,Subsidies (regelingen),2024,3914,6962,-43.8,under,6
"Onderwijs, Cultuur en Wetenschap",KB,Bekostiging,2022,120795,83978,43.8,over,8
Economische Zaken en Klimaat,Vroegefasefinanciering,Leningen,2022,9460,6591,43.5,over,6
Financiën,Muntcirculatie,Bekostiging,2021,2072,3670,-43.5,under,8
